"id","wave","country_name","iso_code","marital_status","num_of_children","rural_urban_living","age_category","education","gender","employment","trust_people","freq_rel_service_use","freq_internet_personal","freq_sports","freq_social_activities","vol_community_service","vol_education_cult_org","vol_social_charities","vol_political_parties","vol_other_organisation","volunteering_frequency","sei_left_out_soc","sei_life_is_complicated","sei_not_recognised","sei_looked_down","sei_feel_close_to_people","sei","mwbi_felt_cheerful","mwbi_felt_calm","mwbi_felt_active","mwbi_felt_fresh","mwbi_life_is_interesting","mwbi_felt_tense","mwbi_felt_lonely","mwbi_felt_downhearted","mwbi","wlbc_too_tired_household","wlbc_fam_responsibilities","wlbc_cannot_focus_on_work","wlbc","hrs_work_first_job","hrs_work_additional_job","work_hrs"
"ES9010627","2007","Spain","ES","Never married and not living with partner","0","A city or city suburb","35-49","Tertiary education - advanced level (ISCED 6)","Male","Student",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,1,1,1,2,NA,NA,NA,96,NA,NA,NA,NA,5,NA,5
"ES9010591","2007","Spain","ES","Widowed and not living with partner","2","A city or city suburb","65+","Primary education (ISCED 1)","Female","Retired",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,2,2,3,2,2,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
"ES9010512","2007","Spain","ES","Widowed and not living with partner","5 or more children","A medium to large town","65+","Primary education (ISCED 1)","Female","Homemaker",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,NA,1.75,3,3,3,3,3,NA,NA,NA,60,NA,NA,NA,NA,40,NA,40
"ES9010387","2007","Spain","ES","Never married and not living with partner","0","The open countryside","18-24","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Student",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,1,1,1,3,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA
"ES9010444","2007","Spain","ES","Married or living with partner","1","A medium to large town","25-34","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,3,3,NA,NA,NA,72,2,2,5,2,40,NA,40
"ES9011208","2007","Spain","ES","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,NA,1.75,2,2,2,2,1,NA,NA,NA,84,5,5,5,1,35,NA,35
"ES9010608","2007","Spain","ES","Widowed and not living with partner","2","The open countryside","65+","No education completed (ISCED 0)","Male","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,5,5,5,5,5,NA,NA,NA,20,NA,NA,NA,NA,50,NA,50
"ES9010950","2007","Spain","ES","Married or living with partner","3","A village/small town","50-64","Lower secondary education (ISCED 2)","Female","Unable to work - disability/illness",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,2.5,5,3,5,6,4,NA,NA,NA,28,NA,NA,NA,NA,55,NA,55
"ES9010951","2007","Spain","ES","Married or living with partner","2","A village/small town","50-64","Primary education (ISCED 1)","Female","Homemaker",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,5,NA,1.75,2,4,2,2,2,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
"ES9011185","2007","Spain","ES","Married or living with partner","1","A village/small town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,NA,1.25,5,4,4,5,4,NA,NA,NA,32,1,4,5,2,40,NA,40
"ES9010745","2007","Spain","ES","Widowed and not living with partner","2","A medium to large town","65+","No education completed (ISCED 0)","Male","Retired",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,NA,2.5,3,3,3,3,3,NA,NA,NA,60,NA,NA,NA,NA,45,NA,45
"ES9010955","2007","Spain","ES","Never married and not living with partner","0","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,3,4,5,4,4,NA,NA,NA,40,NA,NA,NA,NA,40,NA,40
"ES9010956","2007","Spain","ES","Widowed and not living with partner","2","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,5,4,5,5,3,NA,NA,NA,32,NA,NA,NA,NA,50,NA,50
"ES9010449","2007","Spain","ES","Married or living with partner","3","A city or city suburb","50-64","No education completed (ISCED 0)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,3,3,3,3,3,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
"ES9010450","2007","Spain","ES","Married or living with partner","3","A city or city suburb","50-64","Primary education (ISCED 1)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,40,NA,40
"ES9010453","2007","Spain","ES","Married or living with partner","3","A city or city suburb","50-64","Primary education (ISCED 1)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,40,NA,40
"ES9010905","2007","Spain","ES","Married or living with partner","3","A medium to large town","50-64","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,NA,1.75,2,2,2,2,2,NA,NA,NA,80,3,4,4,1,40,NA,40
"ES9010912","2007","Spain","ES","Married or living with partner","2","A medium to large town","50-64","Lower secondary education (ISCED 2)","Male","Retired",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,NA,1.75,2,2,3,3,2,NA,NA,NA,72,NA,NA,NA,NA,40,NA,40
"ES9011349","2007","Spain","ES","Married or living with partner","2","A city or city suburb","50-64",NA,"Male","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,40,NA,40
"ES9010987","2007","Spain","ES","Never married and not living with partner","0","A medium to large town","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,4,5,5,1,40,NA,40
"ES9011222","2007","Spain","ES","Married or living with partner","0","A city or city suburb","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,3,2,2,2,NA,NA,NA,76,2,3,4,2,50,NA,50
"ES9011076","2007","Spain","ES","Married or living with partner","1","A medium to large town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,4,4,3,4,3,NA,NA,NA,48,2,1,2,3,45,NA,45
"ES9011077","2007","Spain","ES","Married or living with partner","5 or more children","A medium to large town","35-49","Primary education (ISCED 1)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,NA,1.75,5,2,2,3,2,NA,NA,NA,64,5,5,5,1,45,NA,45
"ES9010388","2007","Spain","ES","Widowed and not living with partner","2","The open countryside","65+","Primary education (ISCED 1)","Male","Retired",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,NA,2.5,3,3,3,3,3,NA,NA,NA,60,NA,NA,NA,NA,70,NA,70
"ES9011258","2007","Spain","ES",NA,"0","A city or city suburb","18-24","Lower secondary education (ISCED 2)","Male","Student",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,NA,2,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,40,NA,40
"ES9011301","2007","Spain","ES","Never married and not living with partner","0","A medium to large town","18-24","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,NA,2.5,4,5,5,4,3,NA,NA,NA,36,3,2,1,3,60,NA,60
"ES9011137","2007","Spain","ES","Married or living with partner","1","A city or city suburb","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,2,2,1,3,NA,NA,NA,80,2,2,3,2,50,NA,50
"ES9010486","2007","Spain","ES","Married or living with partner","0","A village/small town","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,3,NA,NA,NA,76,1,2,4,2,60,NA,60
"ES9010490","2007","Spain","ES","Married or living with partner","0","A village/small town","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,2,1,1,2,NA,NA,NA,92,4,4,4,1,40,NA,40
"ES9011307","2007","Spain","ES","Married or living with partner","0","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Unemployed",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,3.25,3,4,4,4,3,NA,NA,NA,48,NA,NA,NA,NA,40,NA,40
"ES9011286","2007","Spain","ES","Never married and not living with partner","0","A city or city suburb","25-34","Upper secondary education (ISCED 3)","Male","Unemployed",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,3,4,4,5,5,3,NA,NA,NA,36,NA,NA,NA,NA,42,NA,42
"ES9011311","2007","Spain","ES","Married or living with partner","0","A village/small town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,NA,3,3,4,2,4,1,NA,NA,NA,64,1,1,4,2,40,NA,40
"ES9011020","2007","Spain","ES","Never married and not living with partner","0","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,NA,1.5,1,1,2,2,1,NA,NA,NA,92,5,5,5,1,40,NA,40
"ES9010805","2007","Spain","ES","Married or living with partner","2","The open countryside","65+","Primary education (ISCED 1)","Male","Retired",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,3,3,4,3,3,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
"ES9011034","2007","Spain","ES","Married or living with partner","4","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,3,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
"ES9011035","2007","Spain","ES","Married or living with partner","4","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,3,3,5,4,4,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"ES9011036","2007","Spain","ES","Married or living with partner","0","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,4,4,4,4,4,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
"ES9011117","2007","Spain","ES","Widowed and not living with partner","2","A village/small town","65+","Primary education (ISCED 1)","Male","Retired",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,NA,1.5,2,2,4,4,3,NA,NA,NA,60,NA,NA,NA,NA,40,NA,40
"ES9011118","2007","Spain","ES","Married or living with partner","0","The open countryside","65+","No education completed (ISCED 0)","Male","Retired",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,4,5,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
"ES9011128","2007","Spain","ES","Married or living with partner","3","The open countryside","65+","Primary education (ISCED 1)","Male","Retired",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
"ES9011013","2007","Spain","ES","Widowed and not living with partner","2","A village/small town","65+","No education completed (ISCED 0)","Female","Homemaker",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,NA,NA,4,1,6,3,3,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
"ES9010366","2007","Spain","ES","Married or living with partner","1","The open countryside","65+","No education completed (ISCED 0)","Female","Retired",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,NA,2.75,3,3,2,3,4,NA,NA,NA,60,NA,NA,NA,NA,70,NA,70
"ES9010795","2007","Spain","ES","Married or living with partner","1","The open countryside","65+","Primary education (ISCED 1)","Female","Homemaker",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,NA,2.5,4,4,4,4,5,NA,NA,NA,36,NA,NA,NA,NA,65,NA,65
"ES9010375","2007","Spain","ES","Married or living with partner","3","A village/small town","50-64","No education completed (ISCED 0)","Female","Retired",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,NA,1.75,2,2,2,2,3,NA,NA,NA,76,NA,NA,NA,NA,45,NA,45
"ES9010516","2007","Spain","ES","Married or living with partner","2","A medium to large town","50-64","Primary education (ISCED 1)","Female","Homemaker",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,NA,1.25,2,2,2,1,2,NA,NA,NA,84,NA,NA,NA,NA,35,NA,35
"ES9010412","2007","Spain","ES","Married or living with partner","0","A village/small town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,5,NA,2,5,5,5,5,5,NA,NA,NA,20,1,1,5,2,40,NA,40
"ES9010833","2007","Spain","ES","Married or living with partner","1","A city or city suburb","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,5,NA,2,3,3,3,2,3,NA,NA,NA,64,3,4,4,1,45,NA,45
"ES9010836","2007","Spain","ES","Married or living with partner","1","A village/small town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,NA,3.25,2,5,2,3,2,NA,NA,NA,64,4,2,4,2,47,NA,47
"ES9010565","2007","Spain","ES","Never married and not living with partner","0","A village/small town","18-24","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Student",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
"ES9010692","2007","Spain","ES","Married or living with partner","2","The open countryside","65+","No education completed (ISCED 0)","Female","Homemaker",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,4,5,4,3,3,NA,NA,NA,44,NA,NA,NA,NA,40,NA,40
"ES9011129","2007","Spain","ES","Married or living with partner","2","A village/small town","65+","Primary education (ISCED 1)","Female","Retired",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,3,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
"ES9010604","2007","Spain","ES","Married or living with partner","0","A village/small town","25-34","No education completed (ISCED 0)","Male","Unemployed",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,NA,2.5,5,5,5,4,5,NA,NA,NA,24,NA,NA,NA,NA,35,NA,35
"ES9011288","2007","Spain","ES","Married or living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,3.25,3,4,4,4,3,NA,NA,NA,48,1,1,1,3,40,NA,40
"ES9011005","2007","Spain","ES","Married or living with partner","1","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,3,4,3,3,3,NA,NA,NA,56,3,4,4,1,40,NA,40
"ES9010525","2007","Spain","ES","Married or living with partner","1","A city or city suburb","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,2,3,2,3,NA,NA,NA,72,2,4,4,2,50,NA,50
"ES9011067","2007","Spain","ES","Married or living with partner","1","A city or city suburb","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,3,3,4,3,NA,NA,NA,60,4,4,4,1,40,NA,40
"ES9011278","2007","Spain","ES","Married or living with partner","0","A city or city suburb","35-49","Primary education (ISCED 1)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,3,3,3,3,4,3,NA,NA,NA,56,1,1,1,3,NA,NA,NA
"ES9011306","2007","Spain","ES","Married or living with partner","0","A city or city suburb","35-49","Tertiary education - advanced level (ISCED 6)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,NA,3.25,2,1,1,2,3,NA,NA,NA,84,2,2,3,2,60,40,100
"ES9010924","2007","Spain","ES","Separated or divorced and not living with partner","2","A village/small town","50-64","Primary education (ISCED 1)","Female","Homemaker",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,70,NA,70
"ES9010757","2007","Spain","ES","Married or living with partner","0","A medium to large town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,NA,2.5,3,3,4,4,3,NA,NA,NA,52,4,2,3,2,40,NA,40
"ES9010931","2007","Spain","ES","Widowed and not living with partner","3","A city or city suburb","65+","No education completed (ISCED 0)","Female","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,NA,1.5,5,5,5,6,5,NA,NA,NA,16,NA,NA,NA,NA,50,NA,50
"ES9010721","2007","Spain","ES","Married or living with partner","4","The open countryside","50-64","No education completed (ISCED 0)","Female","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,5,5,5,5,5,NA,NA,NA,20,4,5,5,1,65,NA,65
"ES9010881","2007","Spain","ES","Never married and not living with partner","0","A medium to large town","18-24","Tertiary education - first level (ISCED 5)","Female","Student",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,NA,2.25,4,4,5,3,2,NA,NA,NA,48,NA,NA,NA,NA,27,NA,27
"ES9010635","2007","Spain","ES","Widowed and not living with partner","5 or more children","A city or city suburb","50-64","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,2,3,3,3,NA,NA,NA,68,1,1,4,2,40,NA,40
"ES9010690","2007","Spain","ES","Never married and not living with partner","0","A medium to large town","65+","Primary education (ISCED 1)","Female","Homemaker",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,NA,1.75,1,1,1,2,2,NA,NA,NA,92,NA,NA,NA,NA,37,NA,37
"ES9010696","2007","Spain","ES","Widowed and not living with partner","3","A medium to large town","65+","Primary education (ISCED 1)","Female","Homemaker",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,5,NA,NA,3,3,4,3,4,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
"ES9010700","2007","Spain","ES","Widowed and not living with partner","3","A medium to large town","65+","Primary education (ISCED 1)","Female","Homemaker",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,5,NA,2,3,3,4,4,4,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
"ES9011316","2007","Spain","ES",NA,"0","A city or city suburb","25-34","Primary education (ISCED 1)","Male","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,NA,3,2,2,3,3,4,NA,NA,NA,64,1,1,3,2,40,NA,40
"ES9011233","2007","Spain","ES","Separated or divorced and not living with partner","0","A village/small town","35-49","Primary education (ISCED 1)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,3,3,4,4,3,NA,NA,NA,52,1,2,4,2,50,NA,50
"ES9010945","2007","Spain","ES","Separated or divorced and not living with partner","2","A medium to large town","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,3,NA,2.25,2,5,2,5,2,NA,NA,NA,56,1,4,3,2,40,NA,40
"ES9011023","2007","Spain","ES","Married or living with partner","2","A medium to large town","50-64","Lower secondary education (ISCED 2)","Female","Homemaker",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,1.75,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
"ES9011107","2007","Spain","ES","Married or living with partner","1","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,5,NA,2.25,2,2,3,4,3,NA,NA,NA,64,NA,NA,NA,NA,45,NA,45
"ES9010507","2007","Spain","ES","Married or living with partner","2","A medium to large town","50-64","Primary education (ISCED 1)","Female","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,NA,1.25,2,2,2,2,2,NA,NA,NA,80,4,4,4,1,40,NA,40
"ES9010400","2007","Spain","ES","Never married and not living with partner","2","A medium to large town","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Employed (includes on leave)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,3,3,2,3,5,NA,NA,NA,56,5,NA,4,1,63,NA,63
"ES9010416","2007","Spain","ES","Married or living with partner","3","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,NA,1.5,5,5,5,5,5,NA,NA,NA,20,NA,NA,NA,NA,60,NA,60
"ES9010417","2007","Spain","ES","Married or living with partner","2","A village/small town","65+","Lower secondary education (ISCED 2)","Male","Retired",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,NA,1.25,2,2,2,2,3,NA,NA,NA,76,NA,NA,NA,NA,60,NA,60
"ES9010419","2007","Spain","ES","Married or living with partner","2","A village/small town","65+","Lower secondary education (ISCED 2)","Male","Retired",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,35,NA,35
"ES9011340","2007","Spain","ES","Married or living with partner","3","The open countryside","65+","Primary education (ISCED 1)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,4,5,4,4,4,NA,NA,NA,36,NA,NA,NA,NA,40,NA,40
"ES9011341","2007","Spain","ES","Married or living with partner","2","The open countryside","65+","No education completed (ISCED 0)","Male","Retired",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,3,2,3,3,3,NA,NA,NA,64,NA,NA,NA,NA,40,NA,40
"ES9011343","2007","Spain","ES","Married or living with partner","3","The open countryside","65+","No education completed (ISCED 0)","Male","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,3,2,2,2,NA,NA,NA,76,NA,NA,NA,NA,40,NA,40
"ES9011344","2007","Spain","ES","Widowed and not living with partner","0","The open countryside","65+","No education completed (ISCED 0)","Male","Retired",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,3,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
"ES9011358","2007","Spain","ES","Married or living with partner","4","A village/small town","65+","Primary education (ISCED 1)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,60,NA,60
"ES9010619","2007","Spain","ES","Widowed and not living with partner","3","The open countryside","65+","Primary education (ISCED 1)","Male","Retired",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,3,2,2,3,NA,NA,NA,72,NA,NA,NA,NA,70,NA,70
"ES9010638","2007","Spain","ES","Widowed and not living with partner","1","A medium to large town","65+","No education completed (ISCED 0)","Male","Retired",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,2.25,4,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50
"ES9011054","2007","Spain","ES","Married or living with partner","1","A village/small town","65+","No education completed (ISCED 0)","Male","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,3,5,4,4,5,NA,NA,NA,36,NA,NA,NA,NA,40,NA,40
"ES9010964","2007","Spain","ES","Married or living with partner","1","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,NA,1.5,2,2,3,3,4,NA,NA,NA,64,1,1,3,2,45,NA,45
"ES9011040","2007","Spain","ES","Married or living with partner","0","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,4,NA,2,4,4,3,4,3,NA,NA,NA,48,1,2,2,3,30,NA,30
"ES9010540","2007","Spain","ES","Married or living with partner","0","A village/small town","18-24","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,1,1,1,3,40,NA,40
"ES9010596","2007","Spain","ES","Married or living with partner","0","A city or city suburb","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,NA,1.75,2,3,1,2,5,NA,NA,NA,68,1,2,3,2,45,NA,45
"ES9011255","2007","Spain","ES","Married or living with partner","0","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,3,2,3,3,NA,NA,NA,68,3,2,2,3,50,NA,50
"ES9011299","2007","Spain","ES","Married or living with partner","0","A medium to large town","25-34","Lower secondary education (ISCED 2)","Male","Unemployed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,NA,2.75,4,4,3,4,3,NA,NA,NA,48,NA,NA,NA,NA,50,NA,50
