"country","gender","age","relationship_status","freedom_of_choice","satisfaction"
"Bolivia","male",26,"single",5,8
"Bolivia","female",31,"living together as married",8,5
"Bolivia","female",25,"living together as married",6,6
"Bolivia","female",65,"married",6,6
"Bolivia","female",20,"single",5,4
"Bolivia","male",30,"living together as married",5,5
"Bolivia","male",74,"married",3,5
"Bolivia","female",24,"living together as married",7,8
"Bolivia","male",49,"married",2,1
"Bolivia","female",55,"married",7,6
"Bolivia","female",29,"married",6,6
"Bolivia","male",39,"living together as married",7,7
"Bolivia","male",45,"married",10,9
"Bolivia","male",47,"married",7,6
"Bolivia","female",30,"living together as married",7,6
"Bolivia","female",24,"living together as married",8,9
"Bolivia","male",53,"married",5,8
"Bolivia","male",27,"single",8,5
"Bolivia","male",33,"living together as married",9,9
"Bolivia","male",31,"living together as married",5,8
"Bolivia","male",32,"married",7,8
"Bolivia","male",25,"married",7,8
"Bolivia","male",65,"widowed",8,10
"Bolivia","female",46,"single",9,10
"Bolivia","female",42,"married",8,9
"Bolivia","male",56,"married",7,8
"Bolivia","female",69,"separated",8,6
"Bolivia","female",20,"living together as married",10,10
"Bolivia","female",56,"married",9,8
"Bolivia","female",56,"married",8,5
"Bolivia","female",23,"living together as married",5,8
"Bolivia","female",22,"married",7,8
"Bolivia","male",60,"separated",10,8
"Bolivia","female",78,"widowed",10,1
"Bolivia","female",26,"single",10,10
"Bolivia","female",23,"living together as married",10,5
"Bolivia","female",25,"living together as married",10,10
"Bolivia","male",22,"single",8,8
"Bolivia","female",23,"single",10,10
"Bolivia","male",61,"married",8,8
"Bolivia","female",26,"married",8,8
"Bolivia","female",50,"single",7,8
"Bolivia","male",62,"married",10,10
"Bolivia","female",33,"divorced",10,10
"Bolivia","female",55,"widowed",5,5
"Bolivia","male",64,"widowed",10,4
"Bolivia","male",62,"married",10,9
"Bolivia","male",20,"single",10,7
"Bolivia","male",44,"living together as married",10,3
"Bolivia","male",60,"married",8,7
"Bolivia","male",26,"married",9,6
"Bolivia","male",21,"single",10,8
"Bolivia","male",53,"married",5,3
"Bolivia","female",20,"living together as married",7,6
"Bolivia","male",45,"married",7,7
"Bolivia","female",33,"living together as married",5,5
"Bolivia","female",24,"single",7,9
"Bolivia","female",21,"single",5,8
"Bolivia","female",21,"single",7,7
"Bolivia","male",43,"married",8,8
"Bolivia","female",18,"living together as married",10,10
"Bolivia","female",81,"married",10,8
"Bolivia","male",21,"living together as married",8,9
"Bolivia","male",30,"living together as married",8,10
"Bolivia","male",20,"single",3,9
"Bolivia","female",38,"married",9,10
"Bolivia","male",20,"single",7,9
"Bolivia","male",70,"married",10,10
"Bolivia","male",45,"single",10,10
"Bolivia","female",24,"living together as married",10,10
"Bolivia","female",34,"living together as married",9,8
"Bolivia","male",50,"living together as married",7,5
"Bolivia","female",47,"married",10,5
"Bolivia","female",72,"married",10,7
"Bolivia","female",24,"single",7,6
"Bolivia","female",46,"married",6,5
"Bolivia","male",20,"single",7,9
"Bolivia","female",63,"widowed",6,8
"Bolivia","female",22,"married",6,8
"Bolivia","female",56,"married",4,8
"Bolivia","male",35,"living together as married",6,8
"Bolivia","male",55,"widowed",9,9
"Bolivia","female",26,"living together as married",5,10
"Bolivia","female",34,"separated",9,5
"Bolivia","male",50,"married",1,10
"Bolivia","female",29,"married",8,10
"Bolivia","female",31,"single",5,6
"Bolivia","female",23,"single",10,8
"Bolivia","female",38,"married",8,8
"Bolivia","female",58,"living together as married",8,10
"Bolivia","male",18,"single",8,7
"Bolivia","male",57,"living together as married",8,10
"Bolivia","male",56,"married",8,5
"Bolivia","female",56,"married",5,6
"Bolivia","male",31,"living together as married",9,7
"Bolivia","male",47,"married",5,8
"Bolivia","male",56,"married",9,8
"Bolivia","male",62,"divorced",10,7
"Bolivia","female",35,"married",8,6
"Bolivia","male",67,"widowed",8,9
"Bolivia","male",41,"married",6,8
"Bolivia","male",25,"living together as married",3,9
"Bolivia","male",51,"married",5,8
"Bolivia","female",38,"married",10,8
"Bolivia","female",41,"married",4,5
"Bolivia","female",40,"married",10,10
"Bolivia","male",40,"married",10,10
"Bolivia","female",18,"single",10,8
"Bolivia","male",24,"living together as married",8,8
"Bolivia","male",27,"single",10,7
"Bolivia","male",26,"single",4,8
"Bolivia","female",40,"married",8,10
"Bolivia","male",54,"widowed",6,10
"Bolivia","male",56,"widowed",8,7
"Bolivia","female",61,"married",5,8
"Bolivia","male",20,"single",9,9
"Bolivia","male",84,"widowed",10,3
"Bolivia","female",22,"living together as married",4,6
"Bolivia","female",21,"single",7,8
"Bolivia","male",33,"living together as married",1,10
"Bolivia","female",32,"married",5,8
"Bolivia","male",18,"single",9,9
"Bolivia","female",29,"married",5,5
"Bolivia","female",31,"separated",10,1
"Bolivia","male",25,"living together as married",5,10
"Bolivia","male",35,"living together as married",5,9
"Bolivia","male",55,"single",8,9
"Bolivia","female",43,"married",8,10
"Bolivia","female",32,"married",6,8
"Bolivia","male",21,"single",8,9
"Bolivia","male",33,"living together as married",1,10
"Bolivia","male",61,"living together as married",10,10
"Bolivia","male",41,"single",10,9
"Bolivia","male",29,"single",10,7
"Bolivia","male",46,"married",4,6
"Bolivia","female",25,"single",8,10
"Bolivia","female",20,"single",10,10
"Bolivia","female",58,"separated",9,7
"Bolivia","male",46,"living together as married",7,7
"Bolivia","female",25,"living together as married",8,8
"Bolivia","male",31,"married",8,6
"Bolivia","male",57,"separated",9,8
"Bolivia","female",45,"married",5,5
"Bolivia","male",50,"married",10,8
"Bolivia","female",59,"separated",8,8
"Bolivia","female",19,"living together as married",6,8
"Bolivia","female",47,"married",10,8
"Bolivia","male",24,"single",7,8
"Bolivia","male",19,"single",7,5
"Bolivia","male",23,"single",8,7
"Bolivia","female",35,"married",4,10
"Bolivia","male",36,"married",5,7
"Bolivia","male",37,"divorced",9,8
"Bolivia","female",70,"divorced",8,7
"Bolivia","male",66,"married",10,10
"Bolivia","male",18,"single",8,10
"Bolivia","male",34,"single",7,9
"Bolivia","female",56,"married",1,8
"Bolivia","male",71,"married",7,5
"Bolivia","female",18,"single",7,8
"Bolivia","male",41,"married",7,5
"Bolivia","male",47,"single",5,8
"Bolivia","male",59,"separated",7,7
"Bolivia","male",19,"single",6,3
"Bolivia","male",18,"single",5,6
"Bolivia","female",48,"living together as married",10,8
"Bolivia","female",20,"single",6,8
"Bolivia","female",20,"single",10,9
"Bolivia","female",21,"single",4,8
"Bolivia","male",30,"married",10,7
"Bolivia","female",59,"married",8,5
"Bolivia","male",27,"single",5,4
"Bolivia","female",31,"living together as married",8,5
"Bolivia","male",33,"living together as married",10,9
"Bolivia","female",21,"living together as married",10,10
"Bolivia","female",40,"married",5,6
"Bolivia","male",36,"separated",7,7
"Bolivia","male",22,"living together as married",8,10
"Bolivia","female",57,"widowed",3,6
"Bolivia","male",18,"single",7,6
"Bolivia","male",32,"living together as married",8,9
"Bolivia","female",19,"single",8,10
"Bolivia","female",65,"widowed",10,10
"Bolivia","male",60,"married",7,8
"Bolivia","female",25,"living together as married",7,7
"Bolivia","female",27,"single",10,8
"Bolivia","female",45,"widowed",4,5
"Bolivia","male",21,"living together as married",5,7
"Bolivia","male",36,"living together as married",7,8
"Bolivia","female",43,"separated",5,1
"Bolivia","male",21,"single",10,10
"Bolivia","male",20,"single",9,9
"Bolivia","female",19,"single",5,10
"Bolivia","female",20,"living together as married",9,8
"Bolivia","female",39,"single",5,5
"Bolivia","female",20,"single",9,9
"Bolivia","female",70,"married",8,9
"Bolivia","male",45,"married",8,9
"Bolivia","male",63,"single",10,6
"Bolivia","female",36,"married",6,6
"Bolivia","male",34,"married",10,8
"Bolivia","female",20,"single",9,9
"Bolivia","male",65,"married",6,4
"Bolivia","female",20,"single",5,8
"Bolivia","female",56,"married",7,5
"Bolivia","male",32,"married",8,9
"Bolivia","male",61,"married",10,10
"Bolivia","female",32,"separated",6,6
"Bolivia","female",29,"living together as married",9,6
"Bolivia","female",26,"single",8,8
"Bolivia","female",59,"living together as married",5,7
"Bolivia","female",52,"married",10,10
"Bolivia","male",60,"married",6,9
"Bolivia","male",54,"living together as married",4,8
"Bolivia","male",33,"married",9,6
"Bolivia","male",34,"living together as married",5,8
"Bolivia","male",39,"married",9,9
"Bolivia","male",40,"married",6,6
"Bolivia","male",67,"married",10,6
"Bolivia","male",67,"married",6,9
"Bolivia","female",35,"married",5,5
"Bolivia","female",58,"married",5,5
"Bolivia","female",21,"separated",10,6
"Bolivia","male",24,"single",8,9
"Bolivia","female",34,"single",8,9
"Bolivia","female",42,"married",8,7
"Bolivia","male",61,"living together as married",2,3
"Bolivia","female",44,"married",10,10
"Bolivia","female",54,"widowed",6,4
"Bolivia","male",67,"married",6,8
"Bolivia","female",40,"married",9,5
"Bolivia","female",18,"living together as married",5,3
"Bolivia","male",21,"single",9,9
"Bolivia","female",29,"married",9,8
"Bolivia","female",21,"single",9,5
"Bolivia","female",18,"single",8,10
"Bolivia","female",18,"living together as married",7,9
"Bolivia","male",30,"single",10,5
"Bolivia","female",76,"widowed",10,5
"Bolivia","male",18,"single",6,10
"Bolivia","male",52,"separated",8,7
"Bolivia","female",21,"single",6,10
"Bolivia","male",20,"single",10,8
"Bolivia","male",21,"single",8,10
"Bolivia","female",34,"living together as married",7,8
"Bolivia","male",26,"living together as married",5,5
"Bolivia","female",22,"single",10,10
"Bolivia","male",49,"married",8,9
"Bolivia","female",35,"separated",10,6
"Bolivia","female",67,"widowed",9,5
"Bolivia","male",59,"widowed",8,10
"Bolivia","male",35,"divorced",7,7
"Bolivia","female",42,"married",10,10
"Bolivia","male",23,"living together as married",9,10
"Bolivia","male",22,"single",10,10
"Bolivia","male",58,"married",8,6
"Bolivia","female",28,"living together as married",2,1
"Bolivia","female",34,"married",10,10
"Bolivia","male",26,"single",5,8
"Bolivia","female",44,"living together as married",10,5
"Bolivia","female",41,"living together as married",4,5
"Bolivia","female",82,"widowed",2,3
"Bolivia","male",20,"single",10,10
"Bolivia","female",18,"living together as married",8,3
"Bolivia","female",40,"married",8,10
"Bolivia","female",27,"married",6,8
"Bolivia","female",56,"married",6,5
"Bolivia","female",23,"single",10,5
"Bolivia","female",60,"married",9,10
"Bolivia","female",23,"single",10,10
"Bolivia","male",39,"married",10,10
"Bolivia","female",38,"separated",4,3
"Bolivia","male",34,"living together as married",7,5
"Bolivia","male",35,"single",8,8
"Bolivia","female",44,"married",10,10
"Bolivia","female",27,"single",10,10
"Bolivia","male",19,"single",10,10
"Bolivia","male",70,"married",8,9
"Bolivia","female",70,"married",5,5
"Bolivia","male",18,"single",8,9
"Bolivia","female",71,"single",10,5
"Bolivia","female",23,"married",7,5
"Bolivia","male",19,"single",7,8
"Bolivia","male",33,"single",10,10
"Bolivia","female",35,"single",7,7
"Bolivia","male",62,"married",5,6
"Bolivia","female",64,"separated",9,10
"Bolivia","female",36,"living together as married",8,10
"Bolivia","male",22,"single",7,8
"Bolivia","male",49,"married",10,5
"Bolivia","female",18,"single",6,8
"Bolivia","male",18,"living together as married",7,5
"Bolivia","male",18,"single",9,10
"Bolivia","female",19,"single",8,9
"Bolivia","male",64,"living together as married",10,5
"Bolivia","male",19,"single",6,7
"Bolivia","male",45,"married",3,8
"Bolivia","male",24,"single",8,6
"Bolivia","male",54,"married",5,10
"Bolivia","male",40,"married",6,8
"Bolivia","male",35,"married",10,10
"Bolivia","female",28,"single",8,10
"Bolivia","female",23,"living together as married",5,10
"Bolivia","female",31,"single",6,8
"Bolivia","male",50,"single",10,6
"Bolivia","male",19,"living together as married",10,10
"Bolivia","male",22,"single",8,10
"Bolivia","male",26,"living together as married",8,10
"Bolivia","female",47,"married",6,8
"Bolivia","female",40,"married",6,6
"Bolivia","male",21,"single",7,8
"Bolivia","female",20,"single",8,7
"Bolivia","male",23,"single",6,7
"Bolivia","female",62,"married",10,10
"Bolivia","male",38,"living together as married",4,5
"Bolivia","male",20,"single",4,3
"Bolivia","female",51,"married",10,5
"Bolivia","female",31,"single",9,9
"Bolivia","male",37,"married",10,9
"Bolivia","male",40,"married",10,10
"Bolivia","male",36,"married",9,9
"Bolivia","male",42,"married",10,6
"Bolivia","female",53,"married",7,5
"Bolivia","female",57,"widowed",10,3
"Bolivia","female",40,"living together as married",4,5
"Bolivia","female",71,"widowed",4,6
"Bolivia","female",54,"widowed",5,6
"Bolivia","female",28,"living together as married",8,8
"Bolivia","female",31,"single",10,10
"Bolivia","male",18,"single",5,6
"Bolivia","male",23,"single",8,9
"Bolivia","male",31,"living together as married",8,9
"Bolivia","female",30,"living together as married",10,10
"Bolivia","female",30,"living together as married",9,9
"Bolivia","female",37,"living together as married",6,8
"Bolivia","male",58,"married",5,3
"Bolivia","male",19,"single",8,9
"Bolivia","male",32,"single",5,5
"Bolivia","female",22,"married",9,10
"Bolivia","male",46,"married",5,9
"Bolivia","male",43,"living together as married",8,6
"Bolivia","female",31,"divorced",7,10
"Bolivia","male",34,"married",10,10
"Bolivia","male",76,"widowed",2,3
"Bolivia","male",79,"divorced",10,10
"Bolivia","female",23,"married",5,5
"Bolivia","male",32,"married",9,10
"Bolivia","male",18,"single",7,8
"Bolivia","male",30,"single",10,10
"Bolivia","male",34,"single",9,5
"Bolivia","male",20,"single",6,5
"Bolivia","female",55,"divorced",8,7
"Bolivia","male",54,"married",7,7
"Bolivia","male",43,"living together as married",9,10
"Bolivia","female",58,"separated",6,8
"Bolivia","male",58,"married",9,9
"Bolivia","female",31,"married",7,6
"Bolivia","female",40,"married",5,6
"Bolivia","male",43,"married",6,7
"Bolivia","female",42,"single",5,4
"Bolivia","female",39,"single",10,6
"Bolivia","female",49,"married",8,8
"Bolivia","female",60,"living together as married",5,6
"Bolivia","male",20,"single",6,7
"Bolivia","female",32,"married",8,9
"Bolivia","female",43,"married",7,8
"Bolivia","female",25,"single",10,10
"Bolivia","male",45,"married",8,8
"Bolivia","female",34,"single",8,8
"Bolivia","female",34,"married",6,7
"Bolivia","male",30,"married",8,7
"Bolivia","female",31,"married",7,5
"Bolivia","male",21,"single",8,7
"Bolivia","male",52,"married",8,6
"Bolivia","female",22,"living together as married",7,8
"Bolivia","female",20,"single",8,6
"Bolivia","male",40,"married",8,8
"Bolivia","male",66,"married",9,9
"Bolivia","male",50,"married",7,8
"Bolivia","female",46,"living together as married",8,7
"Bolivia","female",62,"married",9,10
"Bolivia","male",37,"married",7,8
"Bolivia","female",50,"married",10,10
"Bolivia","male",23,"single",5,9
"Bolivia","male",57,"married",10,10
"Bolivia","female",30,"living together as married",5,6
"Bolivia","female",20,"living together as married",8,10
"Bolivia","female",35,"married",10,10
"Bolivia","female",42,"married",10,6
"Bolivia","male",26,"single",7,6
"Bolivia","male",20,"single",8,7
"Bolivia","female",26,"living together as married",7,7
"Bolivia","male",54,"living together as married",7,8
"Bolivia","male",20,"single",9,10
"Bolivia","female",20,"single",8,7
"Bolivia","male",49,"living together as married",8,7
"Bolivia","male",19,"single",8,9
"Bolivia","female",32,"living together as married",10,10
"Bolivia","male",22,"single",9,10
"Bolivia","female",33,"single",10,10
"Bolivia","male",24,"single",9,9
"Bolivia","female",69,"widowed",10,6
"Bolivia","female",60,"married",9,8
"Bolivia","female",26,"living together as married",10,8
"Bolivia","male",20,"single",10,9
"Bolivia","female",52,"divorced",4,5
"Bolivia","female",25,"married",8,7
"Bolivia","female",48,"separated",10,7
"Bolivia","female",55,"married",7,5
"Bolivia","female",34,"married",10,10
"Bolivia","female",28,"living together as married",8,8
"Bolivia","male",61,"single",10,10
"Bolivia","male",32,"single",10,8
"Bolivia","male",23,"single",9,9
"Bolivia","female",33,"separated",7,8
"Bolivia","female",26,"separated",10,10
"Bolivia","female",30,"living together as married",9,9
"Bolivia","female",56,"single",8,8
"Bolivia","male",76,"married",9,8
"Bolivia","male",33,"married",10,10
"Bolivia","female",49,"married",6,8
"Bolivia","female",64,"single",4,5
"Bolivia","male",38,"married",3,5
"Bolivia","male",22,"single",5,10
"Bolivia","male",35,"separated",7,4
"Bolivia","male",32,"married",8,7
"Bolivia","male",74,"married",10,10
"Bolivia","female",27,"living together as married",7,7
"Bolivia","male",50,"separated",8,10
"Bolivia","male",21,"single",7,6
"Bolivia","male",72,"married",8,8
"Bolivia","male",22,"married",10,9
"Bolivia","male",21,"living together as married",6,7
"Bolivia","female",46,"separated",10,5
"Bolivia","female",30,"married",10,10
"Bolivia","female",32,"married",7,7
"Bolivia","female",39,"single",8,10
"Bolivia","female",44,"married",9,10
"Bolivia","female",22,"living together as married",5,4
"Bolivia","female",77,"living together as married",7,4
"Bolivia","female",31,"married",8,10
"Bolivia","male",23,"single",9,10
"Bolivia","male",31,"single",7,5
"Bolivia","male",61,"living together as married",8,7
"Bolivia","male",70,"married",8,2
"Bolivia","male",41,"married",6,5
"Bolivia","female",27,"single",7,8
"Bolivia","male",46,"married",10,8
"Bolivia","male",23,"single",8,8
"Bolivia","female",62,"single",5,9
"Bolivia","male",53,"married",6,3
"Bolivia","male",20,"single",7,7
"Bolivia","female",28,"married",8,6
"Bolivia","male",28,"living together as married",8,5
"Bolivia","female",50,"living together as married",10,10
"Bolivia","female",50,"living together as married",5,8
"Bolivia","male",70,"married",8,7
"Bolivia","male",43,"married",10,10
"Bolivia","male",48,"married",6,6
"Bolivia","female",18,"single",7,4
"Bolivia","male",37,"married",8,7
"Bolivia","male",30,"single",10,9
"Bolivia","male",56,"divorced",8,7
"Bolivia","female",68,"widowed",5,8
"Bolivia","male",33,"living together as married",9,7
"Bolivia","male",63,"married",10,8
"Bolivia","male",22,"single",10,10
"Bolivia","male",18,"single",8,9
"Bolivia","female",43,"married",5,5
"Bolivia","male",24,"single",6,7
"Bolivia","male",35,"separated",9,7
"Bolivia","female",30,"married",6,6
"Bolivia","male",44,"married",8,9
"Bolivia","male",32,"married",10,9
"Bolivia","male",19,"single",8,7
"Bolivia","female",43,"married",10,9
"Bolivia","female",70,"widowed",1,5
"Bolivia","female",22,"living together as married",10,5
"Bolivia","female",27,"living together as married",6,9
"Bolivia","female",21,"single",6,8
"Bolivia","female",35,"living together as married",10,10
"Bolivia","male",54,"separated",9,8
"Bolivia","male",44,"living together as married",7,7
"Bolivia","female",55,"living together as married",7,6
"Bolivia","female",54,"divorced",5,1
"Bolivia","female",38,"living together as married",4,8
"Bolivia","female",19,"single",8,7
"Bolivia","male",33,"single",6,5
"Bolivia","male",27,"single",6,7
"Bolivia","male",33,"single",5,10
"Bolivia","male",58,"separated",8,8
"Bolivia","female",37,"separated",10,10
"Bolivia","female",37,"living together as married",5,8
"Bolivia","male",45,"married",8,8
"Bolivia","male",29,"living together as married",8,8
"Bolivia","female",57,"married",5,6
"Bolivia","male",19,"single",7,8
"Bolivia","male",26,"married",6,7
"Bolivia","male",57,"married",9,7
"Bolivia","male",26,"married",9,10
"Bolivia","male",40,"married",10,10
"Bolivia","male",19,"single",10,7
"Bolivia","female",26,"living together as married",7,9
"Bolivia","female",32,"single",10,7
"Bolivia","male",57,"married",10,7
"Bolivia","male",43,"single",6,6
"Bolivia","female",31,"single",10,10
"Bolivia","male",55,"divorced",10,5
"Bolivia","female",24,"living together as married",10,10
"Bolivia","female",29,"living together as married",5,5
"Bolivia","female",76,"divorced",3,10
"Bolivia","female",20,"single",10,10
"Bolivia","male",23,"single",7,8
"Bolivia","male",28,"single",8,10
"Bolivia","female",41,"married",10,8
"Bolivia","female",50,"married",9,7
"Bolivia","female",20,"single",5,10
"Bolivia","female",28,"living together as married",5,5
"Bolivia","male",33,"living together as married",8,9
"Bolivia","female",60,"separated",10,8
"Bolivia","female",69,"married",8,3
"Bolivia","female",25,"living together as married",10,9
"Bolivia","male",19,"single",8,10
"Bolivia","female",73,"widowed",5,8
"Bolivia","male",41,"living together as married",5,7
"Bolivia","female",57,"single",8,3
"Bolivia","female",25,"married",7,7
"Bolivia","female",36,"married",8,8
"Bolivia","male",19,"single",6,7
"Bolivia","female",26,"single",9,8
"Bolivia","female",20,"single",10,10
"Bolivia","male",74,"married",8,9
"Bolivia","male",47,"living together as married",6,8
"Bolivia","female",40,"married",7,10
"Bolivia","male",20,"single",8,8
"Bolivia","male",69,"living together as married",7,10
"Bolivia","male",24,"single",6,7
"Bolivia","female",40,"separated",10,7
"Bolivia","male",53,"living together as married",4,1
"Bolivia","male",24,"single",8,8
"Bolivia","male",18,"single",8,8
"Bolivia","male",31,"single",9,10
"Bolivia","female",53,"married",10,6
"Bolivia","female",25,"single",8,7
"Bolivia","female",56,"married",8,5
"Bolivia","male",55,"widowed",8,8
"Bolivia","female",72,"living together as married",10,10
"Bolivia","male",82,"married",8,8
"Bolivia","female",24,"married",8,8
"Bolivia","female",39,"married",4,1
"Bolivia","female",31,"married",4,8
"Bolivia","female",34,"living together as married",6,8
"Bolivia","male",33,"married",8,9
"Bolivia","male",32,"married",10,10
"Bolivia","female",30,"separated",5,6
"Bolivia","male",30,"married",10,10
"Bolivia","female",80,"widowed",10,2
"Bolivia","female",20,"single",5,10
"Bolivia","male",40,"married",10,9
"Bolivia","male",24,"living together as married",10,10
"Bolivia","male",64,"married",10,10
"Bolivia","female",45,"married",8,7
"Bolivia","female",20,"living together as married",10,9
"Bolivia","male",21,"single",8,10
"Bolivia","male",28,"living together as married",8,9
"Bolivia","female",57,"living together as married",10,10
"Bolivia","male",53,"married",10,7
"Bolivia","male",30,"living together as married",6,5
"Bolivia","male",65,"married",6,10
"Bolivia","male",34,"married",10,8
"Bolivia","female",23,"single",2,4
"Bolivia","male",33,"married",10,8
"Bolivia","female",50,"single",6,6
"Bolivia","male",38,"separated",6,8
"Bolivia","male",39,"single",8,7
"Bolivia","female",24,"single",8,6
"Bolivia","female",56,"married",8,8
"Bolivia","male",26,"single",5,7
"Bolivia","male",57,"married",4,5
"Bolivia","female",18,"single",7,6
"Bolivia","female",30,"living together as married",7,7
"Bolivia","female",31,"single",7,8
"Bolivia","female",40,"living together as married",3,4
"Bolivia","male",45,"married",10,8
"Bolivia","male",24,"single",10,6
"Bolivia","male",56,"married",7,7
"Bolivia","female",59,"widowed",5,5
"Bolivia","male",55,"separated",8,4
"Bolivia","male",19,"single",5,4
"Bolivia","female",19,"single",5,7
"Bolivia","female",27,"married",10,8
"Bolivia","male",60,"married",8,10
"Bolivia","male",21,"single",7,7
"Bolivia","female",34,"single",10,8
"Bolivia","female",20,"living together as married",6,5
"Bolivia","female",33,"married",4,5
"Bolivia","male",24,"single",5,5
"Bolivia","female",24,"single",7,8
"Bolivia","male",42,"living together as married",7,7
"Bolivia","female",44,"living together as married",5,1
"Bolivia","female",47,"married",10,10
"Bolivia","female",58,"married",5,10
"Bolivia","male",20,"single",7,7
"Bolivia","male",40,"married",10,9
"Bolivia","male",25,"single",5,8
"Bolivia","male",31,"single",10,8
"Bolivia","female",56,"widowed",7,8
"Bolivia","male",58,"married",4,7
"Bolivia","female",58,"widowed",10,5
"Bolivia","female",31,"living together as married",10,1
"Bolivia","male",56,"separated",8,8
"Bolivia","female",30,"single",8,9
"Bolivia","female",61,"married",6,4
"Bolivia","male",36,"married",7,7
"Bolivia","male",18,"single",10,5
"Bolivia","male",20,"single",7,4
"Iran","male",32,"single",10,5
"Iran","male",62,"married",5,3
"Iran","female",34,"married",2,8
"Iran","female",18,"single",6,6
"Iran","male",45,"married",1,5
"Iran","male",38,"married",5,5
"Iran","male",18,"single",6,10
"Iran","male",48,"married",8,6
"Iran","female",19,"single",5,5
"Iran","male",38,"married",8,6
"Iran","female",51,"married",4,6
"Iran","female",31,"single",7,5
"Iran","female",47,"married",5,5
"Iran","male",69,"married",10,10
"Iran","male",19,"single",4,7
"Iran","male",41,"married",10,8
"Iran","male",40,"married",8,8
"Iran","male",58,"married",5,6
"Iran","female",55,"married",5,5
"Iran","male",47,"married",10,10
"Iran","female",24,"married",8,5
"Iran","female",70,"married",10,10
"Iran","female",46,"married",10,5
"Iran","male",19,"single",1,10
"Iran","male",25,"single",10,1
"Iran","female",46,"married",5,3
"Iran","male",43,"married",1,1
"Iran","male",41,"married",1,1
"Iran","male",68,"married",6,2
"Iran","male",18,"single",10,9
"Iran","female",51,"married",6,5
"Iran","male",46,"married",2,1
"Iran","male",70,"married",10,10
"Iran","male",67,"married",10,8
"Iran","female",46,"married",10,5
"Iran","female",19,"single",6,8
"Iran","female",40,"married",5,2
"Iran","female",58,"married",5,6
"Iran","male",67,"married",9,8
"Iran","male",18,"single",5,7
"Iran","female",54,"married",8,9
"Iran","male",21,"single",5,3
"Iran","male",54,"married",10,1
"Iran","female",47,"widowed",5,3
"Iran","female",58,"married",8,7
"Iran","female",40,"married",7,6
"Iran","male",48,"married",6,10
"Iran","male",45,"married",10,7
"Iran","female",36,"divorced",9,9
"Iran","female",48,"married",7,8
"Iran","male",20,"single",8,5
"Iran","female",37,"married",10,8
"Iran","male",44,"married",5,8
"Iran","female",19,"married",10,10
"Iran","female",49,"single",7,6
"Iran","female",39,"married",1,1
"Iran","female",34,"divorced",5,7
"Iran","female",70,"divorced",10,5
"Iran","male",45,"married",5,2
"Iran","female",36,"married",5,6
"Iran","male",63,"married",8,8
"Iran","male",61,"married",10,7
"Iran","male",48,"married",5,6
"Iran","male",52,"married",6,3
"Iran","female",19,"single",5,7
"Iran","male",26,"single",8,5
"Iran","female",36,"married",8,9
"Iran","male",35,"married",6,7
"Iran","male",67,"married",5,5
"Iran","male",18,"single",8,7
"Iran","male",40,"married",8,8
"Iran","male",27,"single",2,10
"Iran","female",51,"married",10,4
"Iran","male",40,"married",10,8
"Iran","male",42,"married",10,5
"Iran","female",58,"married",10,6
"Iran","male",53,"married",8,6
"Iran","female",43,"married",1,5
"Iran","female",39,"married",9,8
"Iran","male",22,"single",9,8
"Iran","male",61,"married",5,5
"Iran","female",31,"married",10,10
"Iran","male",35,"living together as married",1,1
"Iran","male",56,"married",5,6
"Iran","female",19,"single",8,5
"Iran","female",63,"married",9,5
"Iran","female",39,"married",10,5
"Iran","female",36,"single",7,5
"Iran","female",37,"married",2,8
"Iran","male",33,"married",10,1
"Iran","female",33,"married",10,6
"Iran","female",60,"widowed",10,1
"Iran","female",51,"divorced",2,1
"Iran","male",48,"married",6,7
"Iran","female",28,"married",8,7
"Iran","female",28,"single",9,10
"Iran","female",26,"divorced",1,2
"Iran","female",40,"married",8,5
"Iran","male",26,"single",5,6
"Iran","male",46,"married",7,7
"Iran","female",41,"married",8,6
"Iran","male",21,"single",5,10
"Iran","male",49,"married",6,5
"Iran","female",41,"married",6,5
"Iran","female",38,"married",4,1
"Iran","male",44,"married",10,3
"Iran","male",41,"married",1,1
"Iran","male",41,"married",9,9
"Iran","male",54,"married",5,5
"Iran","male",24,"single",7,10
"Iran","male",69,"married",10,10
"Iran","male",47,"married",8,5
"Iran","female",34,"married",5,2
"Iran","male",60,"married",5,8
"Iran","male",23,"single",8,10
"Iran","male",52,"married",5,6
"Iran","female",68,"widowed",5,8
"Iran","female",27,"married",8,6
"Iran","male",67,"married",10,4
"Iran","female",60,"married",5,5
"Iran","male",30,"married",7,6
"Iran","female",55,"widowed",5,6
"Iran","male",22,"single",5,8
"Iran","male",36,"married",8,7
"Iran","female",58,"married",5,7
"Iran","female",38,"single",5,6
"Iran","female",33,"married",8,9
"Iran","female",37,"married",8,9
"Iran","female",49,"married",5,3
"Iran","male",39,"married",9,8
"Iran","male",50,"married",2,4
"Iran","female",39,"married",5,5
"Iran","female",41,"married",5,2
"Iran","male",23,"single",5,5
"Iran","male",41,"married",5,4
"Iran","female",33,"single",8,7
"Iran","female",23,"married",10,6
"Iran","male",64,"married",8,5
"Iran","female",53,"married",3,1
"Iran","male",41,"married",8,5
"Iran","male",36,"married",10,8
"Iran","male",70,"married",5,1
"Iran","male",50,"married",9,6
"Iran","male",40,"married",10,5
"Iran","male",70,"married",8,7
"Iran","male",37,"married",8,9
