"Participant ID","Country name","Gender","Age","relationship_status","Freedom.of.Choice","Satisfaction-with-life"
68071266,"Bolivia, Plurinational State of",0,19,"living together as married",8,10
68071267,"Bolivia, Plurinational State of",0,29,"single",8,7
68071268,"Bolivia, Plurinational State of",1,36,"married",10,10
68071269,"Bolivia, Plurinational State of",1,48,"separated",10,8
68071270,"Bolivia, Plurinational State of",0,19,"single",5,5
68071271,"Bolivia, Plurinational State of",0,26,"living together as married",10,10
68071272,"Bolivia, Plurinational State of",1,60,"married",3,4
68071273,"Bolivia, Plurinational State of",0,44,"married",8,8
68071274,"Bolivia, Plurinational State of",0,65,"married",10,10
68071275,"Bolivia, Plurinational State of",1,25,"married",5,7
68071276,"Bolivia, Plurinational State of",0,77,"married",5,6
68071277,"Bolivia, Plurinational State of",0,44,"married",5,4
68071278,"Bolivia, Plurinational State of",0,48,"married",8,6
68071279,"Bolivia, Plurinational State of",0,35,"married",10,10
68071280,"Bolivia, Plurinational State of",0,31,"married",10,10
68071281,"Bolivia, Plurinational State of",1,59,"married",10,10
68071282,"Bolivia, Plurinational State of",0,40,"living together as married",7,8
68071283,"Bolivia, Plurinational State of",1,64,"married",8,9
68071284,"Bolivia, Plurinational State of",0,55,"married",5,4
68071285,"Bolivia, Plurinational State of",1,66,"widowed",10,10
68071286,"Bolivia, Plurinational State of",1,29,"married",8,9
68071287,"Bolivia, Plurinational State of",1,30,"single",8,8
68071288,"Bolivia, Plurinational State of",1,24,"living together as married",10,8
68071289,"Bolivia, Plurinational State of",1,50,"married",10,NA
68071290,"Bolivia, Plurinational State of",1,32,"married",8,6
68071291,"Bolivia, Plurinational State of",1,40,"married",10,8
68071292,"Bolivia, Plurinational State of",0,59,"married",5,7
68071293,"Bolivia, Plurinational State of",0,46,"divorced",8,8
68071294,"Bolivia, Plurinational State of",0,31,"married",7,7
68071295,"Bolivia, Plurinational State of",1,50,"living together as married",7,8
68071296,"Bolivia, Plurinational State of",0,21,"single",9,5
68071297,"Bolivia, Plurinational State of",1,64,"single",8,7
68071298,"Bolivia, Plurinational State of",1,49,"married",5,6
68071299,"Bolivia, Plurinational State of",1,34,"separated",8,6
68071300,"Bolivia, Plurinational State of",1,36,"married",7,6
68071301,"Bolivia, Plurinational State of",0,46,"married",10,10
68071302,"Bolivia, Plurinational State of",0,23,"living together as married",8,10
68071303,"Bolivia, Plurinational State of",0,37,"separated",7,5
68071304,"Bolivia, Plurinational State of",1,27,"living together as married",6,4
68071305,"Bolivia, Plurinational State of",0,40,"widowed",8,7
68071306,"Bolivia, Plurinational State of",0,57,"living together as married",8,5
68071307,"Bolivia, Plurinational State of",1,24,"married",7,7
68071308,"Bolivia, Plurinational State of",0,68,"married",10,10
68071309,"Bolivia, Plurinational State of",1,33,"married",6,5
68071310,"Bolivia, Plurinational State of",1,26,"single",7,8
68071311,"Bolivia, Plurinational State of",0,42,"married",5,9
68071312,"Bolivia, Plurinational State of",1,49,"married",5,5
68071313,"Bolivia, Plurinational State of",1,47,"married",4,6
68071314,"Bolivia, Plurinational State of",0,40,"married",4,5
68071315,"Bolivia, Plurinational State of",0,28,"married",NA,10
68071316,"Bolivia, Plurinational State of",1,22,"single",9,4
68071317,"Bolivia, Plurinational State of",1,24,"living together as married",9,9
68071318,"Bolivia, Plurinational State of",0,60,"married",6,4
68071319,"Bolivia, Plurinational State of",1,25,"living together as married",6,6
68071320,"Bolivia, Plurinational State of",1,19,"single",9,7
68071321,"Bolivia, Plurinational State of",1,19,"single",9,6
68071322,"Bolivia, Plurinational State of",1,48,"married",9,9
68071323,"Bolivia, Plurinational State of",0,31,"married",10,10
68071324,"Bolivia, Plurinational State of",1,33,"living together as married",8,10
68071325,"Bolivia, Plurinational State of",0,40,"living together as married",6,5
68071326,"Bolivia, Plurinational State of",0,47,"married",9,5
68071327,"Bolivia, Plurinational State of",1,22,"living together as married",7,10
68071328,"Bolivia, Plurinational State of",0,20,"single",8,6
68071329,"Bolivia, Plurinational State of",0,18,"single",1,10
68071330,"Bolivia, Plurinational State of",0,35,"married",5,6
68071331,"Bolivia, Plurinational State of",0,24,"living together as married",10,10
68071332,"Bolivia, Plurinational State of",1,38,"married",5,6
68071333,"Bolivia, Plurinational State of",1,35,"widowed",10,10
68071334,"Bolivia, Plurinational State of",1,23,"single",7,7
68071335,"Bolivia, Plurinational State of",0,47,"living together as married",7,5
68071336,"Bolivia, Plurinational State of",1,49,"married",7,10
68071337,"Bolivia, Plurinational State of",0,41,"single",9,5
68071338,"Bolivia, Plurinational State of",1,19,"single",2,3
68071339,"Bolivia, Plurinational State of",1,31,"married",5,8
68071340,"Bolivia, Plurinational State of",1,33,"married",4,2
68071341,"Bolivia, Plurinational State of",1,25,"single",10,7
68071342,"Bolivia, Plurinational State of",0,53,"widowed",8,6
68071343,"Bolivia, Plurinational State of",0,21,"single",9,7
68071344,"Bolivia, Plurinational State of",0,18,"single",6,5
68071345,"Bolivia, Plurinational State of",1,69,"married",NA,10
68071346,"Bolivia, Plurinational State of",1,49,"separated",6,5
68071347,"Bolivia, Plurinational State of",1,36,"living together as married",10,5
68071348,"Bolivia, Plurinational State of",1,54,"single",9,8
68071349,"Bolivia, Plurinational State of",0,30,"living together as married",10,6
68071350,"Bolivia, Plurinational State of",0,55,"married",6,5
68071351,"Bolivia, Plurinational State of",1,60,"widowed",10,5
68071352,"Bolivia, Plurinational State of",1,53,"single",NA,7
68071353,"Bolivia, Plurinational State of",0,31,"living together as married",7,6
68071354,"Bolivia, Plurinational State of",0,29,"living together as married",10,10
68071355,"Bolivia, Plurinational State of",1,26,"married",10,10
68071356,"Bolivia, Plurinational State of",0,68,"widowed",10,10
68071357,"Bolivia, Plurinational State of",0,49,"single",5,5
68071358,"Bolivia, Plurinational State of",0,37,"married",5,10
68071359,"Bolivia, Plurinational State of",1,39,"married",7,8
68071360,"Bolivia, Plurinational State of",0,19,"single",8,7
68071361,"Bolivia, Plurinational State of",0,19,"single",7,8
68071362,"Bolivia, Plurinational State of",1,58,"married",5,6
68071363,"Bolivia, Plurinational State of",0,58,"married",6,5
68071364,"Bolivia, Plurinational State of",0,27,"living together as married",5,7
68071365,"Bolivia, Plurinational State of",1,45,"living together as married",7,8
68071366,"Bolivia, Plurinational State of",0,36,"living together as married",5,7
68071367,"Bolivia, Plurinational State of",0,36,"married",6,8
68071368,"Bolivia, Plurinational State of",0,23,"living together as married",10,10
68071369,"Bolivia, Plurinational State of",0,61,"married",8,8
68071370,"Bolivia, Plurinational State of",0,25,"married",10,10
68071371,"Bolivia, Plurinational State of",0,70,"widowed",10,10
68071372,"Bolivia, Plurinational State of",0,21,"living together as married",8,10
68071373,"Bolivia, Plurinational State of",1,26,"living together as married",7,8
68071374,"Bolivia, Plurinational State of",0,53,"widowed",5,5
68071375,"Bolivia, Plurinational State of",1,28,"living together as married",7,9
68071376,"Bolivia, Plurinational State of",0,70,"married",8,7
68071377,"Bolivia, Plurinational State of",1,30,"living together as married",9,6
68071378,"Bolivia, Plurinational State of",1,43,"married",8,8
68071379,"Bolivia, Plurinational State of",0,23,"single",8,5
68071380,"Bolivia, Plurinational State of",1,37,"living together as married",10,6
68071381,"Bolivia, Plurinational State of",1,28,"living together as married",7,7
68071382,"Bolivia, Plurinational State of",1,33,"single",6,6
68071383,"Bolivia, Plurinational State of",1,20,"living together as married",4,4
68071384,"Bolivia, Plurinational State of",0,22,"living together as married",5,10
68071385,"Bolivia, Plurinational State of",1,45,"married",8,6
68071386,"Bolivia, Plurinational State of",0,43,"married",2,5
68071387,"Bolivia, Plurinational State of",0,28,"single",10,9
68071388,"Bolivia, Plurinational State of",1,51,"married",2,3
68071389,"Bolivia, Plurinational State of",1,25,"married",8,8
68071390,"Bolivia, Plurinational State of",0,32,"single",8,10
68071391,"Bolivia, Plurinational State of",1,43,"widowed",4,4
68071392,"Bolivia, Plurinational State of",0,24,"single",6,8
68071393,"Bolivia, Plurinational State of",1,18,"single",8,7
68071394,"Bolivia, Plurinational State of",1,67,"separated",10,5
68071395,"Bolivia, Plurinational State of",0,40,"married",8,7
68071396,"Bolivia, Plurinational State of",1,50,"married",8,8
68071397,"Bolivia, Plurinational State of",0,63,"widowed",8,7
68071398,"Bolivia, Plurinational State of",1,43,"separated",5,10
68071399,"Bolivia, Plurinational State of",0,62,"married",6,7
68071400,"Bolivia, Plurinational State of",1,25,"single",6,5
68071401,"Bolivia, Plurinational State of",0,31,"single",10,5
68071402,"Bolivia, Plurinational State of",1,33,"married",9,9
68071403,"Bolivia, Plurinational State of",0,43,"married",7,8
68071404,"Bolivia, Plurinational State of",0,42,"living together as married",8,7
68071405,"Bolivia, Plurinational State of",0,21,"single",9,10
68071406,"Bolivia, Plurinational State of",1,64,"married",6,9
68071407,"Bolivia, Plurinational State of",0,38,"married",NA,8
68071408,"Bolivia, Plurinational State of",1,60,"married",8,7
68071409,"Bolivia, Plurinational State of",1,37,"married",5,5
68071410,"Bolivia, Plurinational State of",0,48,"married",7,8
68071411,"Bolivia, Plurinational State of",1,18,"single",6,8
68071412,"Bolivia, Plurinational State of",0,70,"widowed",7,8
68071413,"Bolivia, Plurinational State of",0,33,"living together as married",5,6
68071414,"Bolivia, Plurinational State of",1,22,"living together as married",10,5
68071415,"Bolivia, Plurinational State of",0,40,"living together as married",5,6
68071416,"Bolivia, Plurinational State of",1,29,"married",10,10
68071417,"Bolivia, Plurinational State of",0,53,"married",4,6
68071418,"Bolivia, Plurinational State of",0,40,"married",5,7
68071419,"Bolivia, Plurinational State of",1,44,"separated",10,5
68071420,"Bolivia, Plurinational State of",0,20,"single",6,7
68071421,"Bolivia, Plurinational State of",1,55,"single",5,2
68071422,"Bolivia, Plurinational State of",0,52,"single",1,1
68071423,"Bolivia, Plurinational State of",0,25,"single",5,10
68071424,"Bolivia, Plurinational State of",1,60,"married",8,5
68071425,"Bolivia, Plurinational State of",0,74,"single",7,7
68071426,"Bolivia, Plurinational State of",1,52,"married",10,9
68071427,"Bolivia, Plurinational State of",1,30,"married",6,5
68071428,"Bolivia, Plurinational State of",1,50,"married",9,8
68071429,"Bolivia, Plurinational State of",0,40,"married",7,5
68071430,"Bolivia, Plurinational State of",0,51,"married",10,8
68071431,"Bolivia, Plurinational State of",0,39,"single",8,10
68071432,"Bolivia, Plurinational State of",1,29,"single",8,8
68071433,"Bolivia, Plurinational State of",1,56,"living together as married",5,10
68071434,"Bolivia, Plurinational State of",1,25,"married",8,10
68071435,"Bolivia, Plurinational State of",1,38,"married",8,8
68071436,"Bolivia, Plurinational State of",0,35,"single",10,8
68071437,"Bolivia, Plurinational State of",0,50,"single",9,8
68071438,"Bolivia, Plurinational State of",1,21,"single",8,6
68071439,"Bolivia, Plurinational State of",1,44,"married",8,3
68071440,"Bolivia, Plurinational State of",0,42,"married",5,10
68071441,"Bolivia, Plurinational State of",0,28,"single",8,8
68071442,"Bolivia, Plurinational State of",0,55,"married",10,8
68071443,"Bolivia, Plurinational State of",1,38,"living together as married",8,7
68071444,"Bolivia, Plurinational State of",0,30,"living together as married",9,5
68071445,"Bolivia, Plurinational State of",0,20,"living together as married",10,10
68071446,"Bolivia, Plurinational State of",0,35,"married",5,7
68071447,"Bolivia, Plurinational State of",1,23,"single",7,10
68071448,"Bolivia, Plurinational State of",1,28,"married",5,8
68071449,"Bolivia, Plurinational State of",1,43,"married",9,9
68071450,"Bolivia, Plurinational State of",0,18,"single",7,5
68071451,"Bolivia, Plurinational State of",0,56,"living together as married",10,6
68071452,"Bolivia, Plurinational State of",0,26,"single",5,8
68071453,"Bolivia, Plurinational State of",1,31,"living together as married",8,5
68071454,"Bolivia, Plurinational State of",1,25,"living together as married",6,6
68071455,"Bolivia, Plurinational State of",1,65,"married",6,6
68071456,"Bolivia, Plurinational State of",1,20,"single",5,4
68071457,"Bolivia, Plurinational State of",0,30,"living together as married",5,5
68071458,"Bolivia, Plurinational State of",0,74,"married",3,5
68071459,"Bolivia, Plurinational State of",1,24,"living together as married",7,8
68071460,"Bolivia, Plurinational State of",0,49,"married",2,1
68071461,"Bolivia, Plurinational State of",1,55,"married",7,6
68071462,"Bolivia, Plurinational State of",1,29,"married",6,6
68071463,"Bolivia, Plurinational State of",0,39,"living together as married",7,7
68071464,"Bolivia, Plurinational State of",0,45,"married",10,9
68071465,"Bolivia, Plurinational State of",0,47,"married",7,6
68071466,"Bolivia, Plurinational State of",1,30,"living together as married",7,6
68071467,"Bolivia, Plurinational State of",1,24,"living together as married",8,9
68071468,"Bolivia, Plurinational State of",0,53,"married",5,8
68071469,"Bolivia, Plurinational State of",0,27,"single",8,5
68071470,"Bolivia, Plurinational State of",0,33,"living together as married",9,9
68071471,"Bolivia, Plurinational State of",0,31,"living together as married",5,8
68071472,"Bolivia, Plurinational State of",0,32,"married",7,8
68071473,"Bolivia, Plurinational State of",0,25,"married",7,8
68071474,"Bolivia, Plurinational State of",0,65,"widowed",8,10
68071475,"Bolivia, Plurinational State of",1,46,"single",9,10
68071476,"Bolivia, Plurinational State of",1,42,"married",8,9
68071477,"Bolivia, Plurinational State of",0,56,"married",7,8
68071478,"Bolivia, Plurinational State of",1,69,"separated",8,6
68071479,"Bolivia, Plurinational State of",1,20,"living together as married",10,10
68071480,"Bolivia, Plurinational State of",1,56,"married",NA,8
68071481,"Bolivia, Plurinational State of",1,56,"married",8,5
68071482,"Bolivia, Plurinational State of",1,23,"living together as married",5,8
68071483,"Bolivia, Plurinational State of",1,22,"married",7,8
68071484,"Bolivia, Plurinational State of",0,60,"separated",10,8
68071485,"Bolivia, Plurinational State of",1,78,"widowed",10,1
68071486,"Bolivia, Plurinational State of",1,26,"single",10,10
68071487,"Bolivia, Plurinational State of",1,23,"living together as married",10,5
68071488,"Bolivia, Plurinational State of",1,25,"living together as married",10,10
68071489,"Bolivia, Plurinational State of",0,22,"single",8,8
68071490,"Bolivia, Plurinational State of",1,23,"single",10,10
68071491,"Bolivia, Plurinational State of",0,61,"married",NA,8
68071492,"Bolivia, Plurinational State of",1,26,"married",8,8
68071493,"Bolivia, Plurinational State of",1,50,"single",7,8
68071494,"Bolivia, Plurinational State of",0,62,"married",10,10
68071495,"Bolivia, Plurinational State of",1,33,"divorced",10,10
68071496,"Bolivia, Plurinational State of",1,55,"widowed",NA,5
68071497,"Bolivia, Plurinational State of",0,64,"widowed",10,4
68071498,"Bolivia, Plurinational State of",0,62,"married",10,9
68071499,"Bolivia, Plurinational State of",0,20,"single",10,7
68071500,"Bolivia, Plurinational State of",0,44,"living together as married",10,3
68071501,"Bolivia, Plurinational State of",0,60,"married",8,7
68071502,"Bolivia, Plurinational State of",0,26,"married",9,6
68071503,"Bolivia, Plurinational State of",0,21,"single",10,8
68071504,"Bolivia, Plurinational State of",0,53,"married",5,3
68071505,"Bolivia, Plurinational State of",1,20,"living together as married",7,6
68071506,"Bolivia, Plurinational State of",0,45,"married",7,7
68071507,"Bolivia, Plurinational State of",1,33,"living together as married",5,5
68071508,"Bolivia, Plurinational State of",1,24,"single",7,9
68071509,"Bolivia, Plurinational State of",1,21,"single",5,8
68071510,"Bolivia, Plurinational State of",1,21,"single",7,7
68071511,"Bolivia, Plurinational State of",0,43,"married",8,8
68071512,"Bolivia, Plurinational State of",1,18,"living together as married",10,10
68071513,"Bolivia, Plurinational State of",1,81,"married",10,8
68071514,"Bolivia, Plurinational State of",0,21,"living together as married",8,9
68071515,"Bolivia, Plurinational State of",0,30,"living together as married",8,10
68071516,"Bolivia, Plurinational State of",0,20,"single",3,9
68071517,"Bolivia, Plurinational State of",1,38,"married",9,10
68071518,"Bolivia, Plurinational State of",0,20,"single",7,9
68071519,"Bolivia, Plurinational State of",0,70,"married",10,10
68071520,"Bolivia, Plurinational State of",0,45,"single",10,10
68071521,"Bolivia, Plurinational State of",1,24,"living together as married",10,10
68071522,"Bolivia, Plurinational State of",1,34,"living together as married",9,8
68071523,"Bolivia, Plurinational State of",0,50,"living together as married",7,5
68071524,"Bolivia, Plurinational State of",1,47,"married",10,5
68071525,"Bolivia, Plurinational State of",1,72,"married",10,7
68071526,"Bolivia, Plurinational State of",1,24,"single",7,6
68071527,"Bolivia, Plurinational State of",1,46,"married",6,5
68071528,"Bolivia, Plurinational State of",0,20,"single",7,9
68071529,"Bolivia, Plurinational State of",1,63,"widowed",6,8
68071530,"Bolivia, Plurinational State of",1,22,"married",6,8
68071531,"Bolivia, Plurinational State of",1,56,"married",4,8
68071532,"Bolivia, Plurinational State of",0,35,"living together as married",6,8
68071533,"Bolivia, Plurinational State of",0,55,"widowed",9,9
68071534,"Bolivia, Plurinational State of",1,26,"living together as married",5,10
68071535,"Bolivia, Plurinational State of",1,34,"separated",9,5
68071536,"Bolivia, Plurinational State of",0,50,"married",1,10
68071537,"Bolivia, Plurinational State of",1,29,"married",8,10
68071538,"Bolivia, Plurinational State of",1,31,"single",5,6
68071539,"Bolivia, Plurinational State of",1,23,"single",10,8
68071540,"Bolivia, Plurinational State of",1,38,"married",8,8
68071541,"Bolivia, Plurinational State of",1,58,"living together as married",8,10
68071542,"Bolivia, Plurinational State of",0,18,"single",8,7
68071543,"Bolivia, Plurinational State of",0,57,"living together as married",8,10
68071544,"Bolivia, Plurinational State of",0,56,"married",8,5
68071545,"Bolivia, Plurinational State of",1,56,"married",5,6
68071546,"Bolivia, Plurinational State of",0,31,"living together as married",9,7
68071547,"Bolivia, Plurinational State of",0,47,"married",5,8
68071548,"Bolivia, Plurinational State of",0,56,"married",9,8
68071549,"Bolivia, Plurinational State of",0,62,"divorced",10,7
68071550,"Bolivia, Plurinational State of",1,35,"married",8,6
68071551,"Bolivia, Plurinational State of",0,67,"widowed",8,9
68071552,"Bolivia, Plurinational State of",0,41,"married",6,8
68071553,"Bolivia, Plurinational State of",0,25,"living together as married",3,9
68071554,"Bolivia, Plurinational State of",0,51,"married",5,8
68071555,"Bolivia, Plurinational State of",1,38,"married",10,8
68071556,"Bolivia, Plurinational State of",1,41,"married",4,5
68071557,"Bolivia, Plurinational State of",1,40,"married",10,10
68071558,"Bolivia, Plurinational State of",0,40,"married",10,10
68071559,"Bolivia, Plurinational State of",1,18,"single",10,8
68071560,"Bolivia, Plurinational State of",0,24,"living together as married",8,8
68071561,"Bolivia, Plurinational State of",0,27,"single",10,7
68071562,"Bolivia, Plurinational State of",0,26,"single",4,8
68071563,"Bolivia, Plurinational State of",1,40,"married",8,10
68071564,"Bolivia, Plurinational State of",0,54,"widowed",6,10
68071565,"Bolivia, Plurinational State of",0,56,"widowed",8,7
68071566,"Bolivia, Plurinational State of",1,61,"married",5,8
68071567,"Bolivia, Plurinational State of",0,20,"single",9,9
68071568,"Bolivia, Plurinational State of",0,84,"widowed",10,3
68071569,"Bolivia, Plurinational State of",1,22,"living together as married",4,6
68071570,"Bolivia, Plurinational State of",1,21,"single",7,8
68071571,"Bolivia, Plurinational State of",0,33,"living together as married",1,10
68071572,"Bolivia, Plurinational State of",1,32,"married",5,8
68071573,"Bolivia, Plurinational State of",0,18,"single",9,9
68071574,"Bolivia, Plurinational State of",1,29,"married",5,5
68071575,"Bolivia, Plurinational State of",1,31,"separated",10,1
68071576,"Bolivia, Plurinational State of",0,25,"living together as married",5,10
68071577,"Bolivia, Plurinational State of",0,35,"living together as married",5,9
68071578,"Bolivia, Plurinational State of",0,55,"single",8,9
68071579,"Bolivia, Plurinational State of",1,43,"married",8,10
68071580,"Bolivia, Plurinational State of",1,32,"married",6,8
68071581,"Bolivia, Plurinational State of",0,21,"single",8,9
68071582,"Bolivia, Plurinational State of",0,33,"living together as married",1,10
68071583,"Bolivia, Plurinational State of",0,61,"living together as married",10,10
68071584,"Bolivia, Plurinational State of",0,41,"single",10,9
68071585,"Bolivia, Plurinational State of",0,29,"single",10,7
68071586,"Bolivia, Plurinational State of",0,46,"married",4,6
68071587,"Bolivia, Plurinational State of",1,25,"single",8,10
68071588,"Bolivia, Plurinational State of",1,20,"single",10,10
68071589,"Bolivia, Plurinational State of",1,58,"separated",9,7
68071590,"Bolivia, Plurinational State of",0,46,"living together as married",7,7
68071591,"Bolivia, Plurinational State of",1,25,"living together as married",8,8
68071592,"Bolivia, Plurinational State of",0,31,"married",8,6
68071593,"Bolivia, Plurinational State of",0,57,"separated",9,8
68071594,"Bolivia, Plurinational State of",1,45,"married",5,5
68071595,"Bolivia, Plurinational State of",0,50,"married",10,8
68071596,"Bolivia, Plurinational State of",1,59,"separated",8,8
68071597,"Bolivia, Plurinational State of",1,19,"living together as married",6,8
68071598,"Bolivia, Plurinational State of",1,47,"married",10,8
68071599,"Bolivia, Plurinational State of",0,24,"single",7,8
68071600,"Bolivia, Plurinational State of",0,19,"single",7,5
68071601,"Bolivia, Plurinational State of",0,23,"single",8,7
68071602,"Bolivia, Plurinational State of",1,35,"married",4,10
68071603,"Bolivia, Plurinational State of",0,36,"married",5,7
68071604,"Bolivia, Plurinational State of",0,37,"divorced",9,8
68071605,"Bolivia, Plurinational State of",1,70,"divorced",8,7
68071606,"Bolivia, Plurinational State of",0,66,"married",10,10
68071607,"Bolivia, Plurinational State of",0,18,"single",8,10
68071608,"Bolivia, Plurinational State of",0,34,"single",7,9
68071609,"Bolivia, Plurinational State of",1,56,"married",1,8
68071610,"Bolivia, Plurinational State of",0,71,"married",7,5
68071611,"Bolivia, Plurinational State of",1,18,"single",7,8
68071612,"Bolivia, Plurinational State of",0,41,"married",7,5
68071613,"Bolivia, Plurinational State of",0,47,"single",5,8
68071614,"Bolivia, Plurinational State of",0,59,"separated",7,7
68071615,"Bolivia, Plurinational State of",0,19,"single",6,3
68071616,"Bolivia, Plurinational State of",0,18,"single",5,6
68071617,"Bolivia, Plurinational State of",1,48,"living together as married",10,8
68071618,"Bolivia, Plurinational State of",1,20,"single",6,8
68071619,"Bolivia, Plurinational State of",1,20,"single",10,9
68071620,"Bolivia, Plurinational State of",1,21,"single",4,8
68071621,"Bolivia, Plurinational State of",0,30,"married",10,7
68071622,"Bolivia, Plurinational State of",1,59,"married",8,5
68071623,"Bolivia, Plurinational State of",0,27,"single",5,4
68071624,"Bolivia, Plurinational State of",1,31,"living together as married",NA,5
68071625,"Bolivia, Plurinational State of",0,33,"living together as married",10,9
68071626,"Bolivia, Plurinational State of",1,21,"living together as married",10,10
68071627,"Bolivia, Plurinational State of",1,40,"married",5,6
68071628,"Bolivia, Plurinational State of",0,36,"separated",7,7
68071629,"Bolivia, Plurinational State of",0,22,"living together as married",8,10
68071630,"Bolivia, Plurinational State of",1,57,"widowed",3,6
68071631,"Bolivia, Plurinational State of",0,18,"single",7,6
68071632,"Bolivia, Plurinational State of",0,32,"living together as married",8,9
68071633,"Bolivia, Plurinational State of",1,19,"single",8,10
68071634,"Bolivia, Plurinational State of",1,65,"widowed",10,10
68071635,"Bolivia, Plurinational State of",0,60,"married",7,8
68071636,"Bolivia, Plurinational State of",1,25,"living together as married",7,7
68071637,"Bolivia, Plurinational State of",1,27,"single",10,8
68071638,"Bolivia, Plurinational State of",1,45,"widowed",4,5
68071639,"Bolivia, Plurinational State of",0,21,"living together as married",5,7
68071640,"Bolivia, Plurinational State of",0,36,"living together as married",7,8
68071641,"Bolivia, Plurinational State of",1,43,"separated",5,1
68071642,"Bolivia, Plurinational State of",0,21,"single",10,10
68071643,"Bolivia, Plurinational State of",0,20,"single",9,9
68071644,"Bolivia, Plurinational State of",1,19,"single",5,10
68071645,"Bolivia, Plurinational State of",1,20,"living together as married",9,8
68071646,"Bolivia, Plurinational State of",1,39,"single",5,5
68071647,"Bolivia, Plurinational State of",1,20,"single",9,9
68071648,"Bolivia, Plurinational State of",1,70,"married",8,9
68071649,"Bolivia, Plurinational State of",0,45,"married",8,9
68071650,"Bolivia, Plurinational State of",0,63,"single",10,6
68071651,"Bolivia, Plurinational State of",1,36,"married",6,6
68071652,"Bolivia, Plurinational State of",0,34,"married",10,8
68071653,"Bolivia, Plurinational State of",1,20,"single",9,9
68071654,"Bolivia, Plurinational State of",0,65,"married",6,4
68071655,"Bolivia, Plurinational State of",1,20,"single",5,8
68071656,"Bolivia, Plurinational State of",1,56,"married",7,5
68071657,"Bolivia, Plurinational State of",0,32,"married",8,9
68071658,"Bolivia, Plurinational State of",0,61,"married",10,10
68071659,"Bolivia, Plurinational State of",1,32,"separated",6,6
68071660,"Bolivia, Plurinational State of",1,29,"living together as married",9,6
68071661,"Bolivia, Plurinational State of",1,26,"single",8,8
68071662,"Bolivia, Plurinational State of",1,59,"living together as married",NA,7
68071663,"Bolivia, Plurinational State of",1,52,"married",10,10
68071664,"Bolivia, Plurinational State of",0,60,"married",6,9
68071665,"Bolivia, Plurinational State of",0,54,"living together as married",4,8
68071666,"Bolivia, Plurinational State of",0,33,"married",9,6
68071667,"Bolivia, Plurinational State of",0,34,"living together as married",5,8
68071668,"Bolivia, Plurinational State of",0,39,"married",9,9
68071669,"Bolivia, Plurinational State of",0,40,"married",6,6
68071670,"Bolivia, Plurinational State of",0,67,"married",10,6
68071671,"Bolivia, Plurinational State of",0,67,"married",6,9
68071672,"Bolivia, Plurinational State of",1,35,"married",5,5
68071673,"Bolivia, Plurinational State of",1,58,"married",5,5
68071674,"Bolivia, Plurinational State of",1,21,"separated",10,6
68071675,"Bolivia, Plurinational State of",0,24,"single",8,9
68071676,"Bolivia, Plurinational State of",1,34,"single",8,9
68071677,"Bolivia, Plurinational State of",1,42,"married",8,7
68071678,"Bolivia, Plurinational State of",0,61,"living together as married",2,3
68071679,"Bolivia, Plurinational State of",1,44,"married",10,10
68071680,"Bolivia, Plurinational State of",1,54,"widowed",6,4
68071681,"Bolivia, Plurinational State of",0,67,"married",6,8
68071682,"Bolivia, Plurinational State of",1,40,"married",9,5
68071683,"Bolivia, Plurinational State of",1,18,"living together as married",5,3
68071684,"Bolivia, Plurinational State of",0,21,"single",9,9
68071685,"Bolivia, Plurinational State of",1,29,"married",9,8
68071686,"Bolivia, Plurinational State of",1,21,"single",9,5
68071687,"Bolivia, Plurinational State of",1,18,"single",8,10
68071688,"Bolivia, Plurinational State of",1,18,"living together as married",7,9
68071689,"Bolivia, Plurinational State of",0,30,"single",10,5
68071690,"Bolivia, Plurinational State of",1,76,"widowed",10,5
68071691,"Bolivia, Plurinational State of",0,18,"single",6,10
68071692,"Bolivia, Plurinational State of",0,52,"separated",8,7
68071693,"Bolivia, Plurinational State of",1,21,"single",6,10
68071694,"Bolivia, Plurinational State of",0,20,"single",10,8
68071695,"Bolivia, Plurinational State of",0,21,"single",8,10
68071696,"Bolivia, Plurinational State of",1,34,"living together as married",7,8
68071697,"Bolivia, Plurinational State of",0,26,"living together as married",5,5
68071698,"Bolivia, Plurinational State of",1,22,"single",10,10
68071699,"Bolivia, Plurinational State of",0,49,"married",8,9
68071700,"Bolivia, Plurinational State of",1,35,"separated",10,6
68071701,"Bolivia, Plurinational State of",1,67,"widowed",9,5
68071702,"Bolivia, Plurinational State of",0,59,"widowed",8,10
68071703,"Bolivia, Plurinational State of",0,35,"divorced",7,7
68071704,"Bolivia, Plurinational State of",1,42,"married",10,10
68071705,"Bolivia, Plurinational State of",0,23,"living together as married",9,10
68071706,"Bolivia, Plurinational State of",0,22,"single",10,10
68071707,"Bolivia, Plurinational State of",0,58,"married",8,6
68071708,"Bolivia, Plurinational State of",1,28,"living together as married",2,1
68071709,"Bolivia, Plurinational State of",1,34,"married",10,10
68071710,"Bolivia, Plurinational State of",0,26,"single",5,8
68071711,"Bolivia, Plurinational State of",1,44,"living together as married",10,5
68071712,"Bolivia, Plurinational State of",1,41,"living together as married",4,5
68071713,"Bolivia, Plurinational State of",1,82,"widowed",2,3
68071714,"Bolivia, Plurinational State of",0,20,"single",10,10
68071715,"Bolivia, Plurinational State of",1,18,"living together as married",8,3
68071716,"Bolivia, Plurinational State of",1,40,"married",8,10
