"Participant.ID","Country.name","Gender","Age","relationship_status","Freedom.of.Choice","Satisfaction.with.life"
364071596,"Iran, Islamic Republic of",0,19,"single",1,10
364071597,"Iran, Islamic Republic of",0,19,"single",8,8
364071599,"Iran, Islamic Republic of",0,42,"married",10,5
364071600,"Iran, Islamic Republic of",0,60,"married",6,6
364071601,"Iran, Islamic Republic of",0,65,"married",10,6
364071603,"Iran, Islamic Republic of",0,35,"married",10,8
364071605,"Iran, Islamic Republic of",1,49,"widowed",1,1
364071606,"Iran, Islamic Republic of",1,72,"married",1,1
364071607,"Iran, Islamic Republic of",1,19,"single",5,1
364071608,"Iran, Islamic Republic of",1,38,"married",8,6
364071610,"Iran, Islamic Republic of",1,23,"single",10,9
364071611,"Iran, Islamic Republic of",0,18,"single",7,5
364071613,"Iran, Islamic Republic of",1,31,"single",10,4
364071614,"Iran, Islamic Republic of",1,38,"married",10,9
364071615,"Iran, Islamic Republic of",1,50,"married",10,1
364071616,"Iran, Islamic Republic of",0,55,"married",8,10
364071617,"Iran, Islamic Republic of",0,48,"single",10,8
364071619,"Iran, Islamic Republic of",1,22,"single",7,6
364071621,"Iran, Islamic Republic of",0,44,"married",5,6
364071622,"Iran, Islamic Republic of",0,18,"single",8,10
364071623,"Iran, Islamic Republic of",1,34,"married",5,5
364071624,"Iran, Islamic Republic of",1,36,"married",5,5
364071625,"Iran, Islamic Republic of",1,26,"single",6,1
364071626,"Iran, Islamic Republic of",1,38,"married",1,8
364071627,"Iran, Islamic Republic of",1,51,"married",5,7
364071628,"Iran, Islamic Republic of",0,59,"single",10,10
364071630,"Iran, Islamic Republic of",0,54,"married",10,1
364071632,"Iran, Islamic Republic of",1,18,"single",7,8
364071633,"Iran, Islamic Republic of",1,21,"single",9,10
364071634,"Iran, Islamic Republic of",0,21,"single",8,5
364071635,"Iran, Islamic Republic of",1,27,"single",1,10
364071636,"Iran, Islamic Republic of",0,61,"married",8,8
364071637,"Iran, Islamic Republic of",1,40,"married",7,6
364071638,"Iran, Islamic Republic of",0,50,"married",10,6
364071639,"Iran, Islamic Republic of",1,63,"single",10,5
364071640,"Iran, Islamic Republic of",1,20,"single",8,8
364071641,"Iran, Islamic Republic of",0,57,"married",7,3
364071642,"Iran, Islamic Republic of",0,39,"married",5,8
364071643,"Iran, Islamic Republic of",0,48,"married",10,8
364071644,"Iran, Islamic Republic of",0,19,"single",8,5
364071646,"Iran, Islamic Republic of",0,35,"married",10,6
364071647,"Iran, Islamic Republic of",1,57,"married",5,6
364071648,"Iran, Islamic Republic of",1,38,"married",10,8
364071650,"Iran, Islamic Republic of",1,57,"single",5,6
364071652,"Iran, Islamic Republic of",0,45,"married",5,5
364071653,"Iran, Islamic Republic of",0,31,"single",7,6
364071654,"Iran, Islamic Republic of",0,46,"married",5,9
364071655,"Iran, Islamic Republic of",1,53,"married",10,10
364071656,"Iran, Islamic Republic of",0,27,"single",2,3
364071657,"Iran, Islamic Republic of",0,38,"married",5,7
364071658,"Iran, Islamic Republic of",0,19,"single",6,4
364071659,"Iran, Islamic Republic of",1,38,"married",10,10
364071660,"Iran, Islamic Republic of",0,43,"married",10,4
364071661,"Iran, Islamic Republic of",0,52,"married",10,10
364071662,"Iran, Islamic Republic of",1,30,"married",5,2
364071664,"Iran, Islamic Republic of",0,21,"single",5,5
364071665,"Iran, Islamic Republic of",0,28,"single",10,10
364071666,"Iran, Islamic Republic of",1,18,"single",6,5
364071668,"Iran, Islamic Republic of",1,56,"widowed",10,10
364071669,"Iran, Islamic Republic of",1,18,"single",7,5
364071670,"Iran, Islamic Republic of",0,41,"married",10,8
364071671,"Iran, Islamic Republic of",0,35,"married",5,8
364071672,"Iran, Islamic Republic of",1,40,"married",7,7
364071673,"Iran, Islamic Republic of",1,27,"married",8,9
364071674,"Iran, Islamic Republic of",0,30,"single",10,5
364071675,"Iran, Islamic Republic of",1,43,"separated",1,5
364071676,"Iran, Islamic Republic of",1,99,"single",5,1
364071677,"Iran, Islamic Republic of",1,34,"single",7,7
364071678,"Iran, Islamic Republic of",1,48,"married",10,7
364071680,"Iran, Islamic Republic of",0,63,"married",8,5
364071681,"Iran, Islamic Republic of",1,20,"single",7,5
364071682,"Iran, Islamic Republic of",0,62,"married",10,1
364071683,"Iran, Islamic Republic of",1,18,"married",5,8
364071685,"Iran, Islamic Republic of",1,62,"married",7,3
364071686,"Iran, Islamic Republic of",0,22,"single",8,10
364071687,"Iran, Islamic Republic of",1,31,"single",10,5
364071689,"Iran, Islamic Republic of",1,39,"married",7,5
364071690,"Iran, Islamic Republic of",0,47,"married",10,5
364071691,"Iran, Islamic Republic of",1,29,"married",9,5
364071692,"Iran, Islamic Republic of",1,52,"married",5,5
364071693,"Iran, Islamic Republic of",1,30,"married",10,5
364071694,"Iran, Islamic Republic of",1,35,"married",5,7
364071695,"Iran, Islamic Republic of",0,25,"single",5,10
364071696,"Iran, Islamic Republic of",1,19,"married",6,7
364071697,"Iran, Islamic Republic of",1,29,"single",6,8
364071698,"Iran, Islamic Republic of",0,56,"married",10,8
364071699,"Iran, Islamic Republic of",0,35,"married",5,3
364071700,"Iran, Islamic Republic of",0,63,"married",4,8
364071701,"Iran, Islamic Republic of",0,39,"married",5,5
364071703,"Iran, Islamic Republic of",1,47,"married",5,8
364071704,"Iran, Islamic Republic of",0,55,"married",4,1
364071705,"Iran, Islamic Republic of",1,59,"widowed",10,7
364071706,"Iran, Islamic Republic of",0,23,"single",7,10
364071707,"Iran, Islamic Republic of",0,20,"single",10,7
364071708,"Iran, Islamic Republic of",0,26,"single",10,9
364071709,"Iran, Islamic Republic of",1,37,"married",1,10
364071710,"Iran, Islamic Republic of",1,75,"married",5,7
364071711,"Iran, Islamic Republic of",0,28,"single",5,6
364071712,"Iran, Islamic Republic of",0,55,"married",10,8
364071713,"Iran, Islamic Republic of",1,34,"married",5,6
364071714,"Iran, Islamic Republic of",1,18,"single",10,10
364071715,"Iran, Islamic Republic of",0,34,"married",8,5
364071716,"Iran, Islamic Republic of",0,21,"single",7,9
364071717,"Iran, Islamic Republic of",1,47,"widowed",1,5
364071718,"Iran, Islamic Republic of",1,30,"married",10,8
364071719,"Iran, Islamic Republic of",1,43,"single",10,8
364071720,"Iran, Islamic Republic of",1,55,"married",5,10
364071721,"Iran, Islamic Republic of",0,46,"married",1,5
364071722,"Iran, Islamic Republic of",1,41,"married",4,1
364071723,"Iran, Islamic Republic of",0,42,"married",10,10
364071725,"Iran, Islamic Republic of",1,32,"single",8,8
364071726,"Iran, Islamic Republic of",1,18,"single",4,8
364071727,"Iran, Islamic Republic of",0,64,"married",8,1
364071728,"Iran, Islamic Republic of",1,43,"married",5,7
364071729,"Iran, Islamic Republic of",1,39,"married",6,2
364071730,"Iran, Islamic Republic of",1,29,"married",8,8
364071731,"Iran, Islamic Republic of",1,62,"married",7,5
364071732,"Iran, Islamic Republic of",0,36,"married",3,7
364071733,"Iran, Islamic Republic of",0,63,"married",8,8
364071734,"Iran, Islamic Republic of",1,35,"married",10,5
364071735,"Iran, Islamic Republic of",0,56,"married",6,3
364071736,"Iran, Islamic Republic of",1,48,"married",3,3
364071737,"Iran, Islamic Republic of",0,46,"married",10,6
364071739,"Iran, Islamic Republic of",1,38,"married",5,10
364071740,"Iran, Islamic Republic of",1,48,"married",10,10
364071741,"Iran, Islamic Republic of",0,58,"married",3,4
364071742,"Iran, Islamic Republic of",1,35,"married",1,4
364071743,"Iran, Islamic Republic of",1,54,"married",10,10
364071744,"Iran, Islamic Republic of",0,29,"married",5,5
364071745,"Iran, Islamic Republic of",0,57,"married",7,5
364071746,"Iran, Islamic Republic of",1,28,"single",2,6
364071747,"Iran, Islamic Republic of",0,54,"married",8,7
364071748,"Iran, Islamic Republic of",0,30,"single",5,6
364071750,"Iran, Islamic Republic of",0,36,"married",7,5
364071751,"Iran, Islamic Republic of",1,42,"married",9,5
364071753,"Iran, Islamic Republic of",0,34,"divorced",10,1
364071754,"Iran, Islamic Republic of",0,43,"married",10,8
364071755,"Iran, Islamic Republic of",0,18,"single",10,7
364071757,"Iran, Islamic Republic of",1,50,"married",10,6
364071758,"Iran, Islamic Republic of",0,32,"married",8,1
364071759,"Iran, Islamic Republic of",1,56,"married",6,7
364071760,"Iran, Islamic Republic of",1,46,"married",9,6
364071761,"Iran, Islamic Republic of",1,55,"married",5,6
364071762,"Iran, Islamic Republic of",0,18,"single",7,9
364071763,"Iran, Islamic Republic of",1,30,"married",10,7
364071764,"Iran, Islamic Republic of",1,49,"married",10,8
364071765,"Iran, Islamic Republic of",0,36,"married",8,5
364071766,"Iran, Islamic Republic of",0,29,"married",7,7
364071767,"Iran, Islamic Republic of",1,59,"widowed",NA,2
364071768,"Iran, Islamic Republic of",1,32,"married",8,3
364071769,"Iran, Islamic Republic of",1,45,"married",7,5
364071770,"Iran, Islamic Republic of",1,35,"married",8,9
364071771,"Iran, Islamic Republic of",1,20,"single",8,1
364071772,"Iran, Islamic Republic of",1,34,"single",7,7
364071773,"Iran, Islamic Republic of",1,35,"married",5,7
364071774,"Iran, Islamic Republic of",1,26,"married",10,6
364071776,"Iran, Islamic Republic of",1,36,"married",6,9
364071777,"Iran, Islamic Republic of",1,18,"single",10,10
364071778,"Iran, Islamic Republic of",0,52,"married",10,10
364071779,"Iran, Islamic Republic of",0,60,"married",10,5
364071781,"Iran, Islamic Republic of",0,26,"single",8,4
364071782,"Iran, Islamic Republic of",0,37,"married",5,1
364071783,"Iran, Islamic Republic of",0,36,"single",6,7
364071784,"Iran, Islamic Republic of",1,43,"single",6,1
364071785,"Iran, Islamic Republic of",1,23,"single",8,9
364071786,"Iran, Islamic Republic of",1,52,"married",9,8
364071787,"Iran, Islamic Republic of",1,40,"married",1,4
364071788,"Iran, Islamic Republic of",1,31,"widowed",5,5
364071789,"Iran, Islamic Republic of",1,37,"married",7,7
364071790,"Iran, Islamic Republic of",0,38,"married",9,5
364071792,"Iran, Islamic Republic of",0,46,"married",5,5
364071794,"Iran, Islamic Republic of",0,35,"married",8,9
364071795,"Iran, Islamic Republic of",1,25,"married",7,7
364071796,"Iran, Islamic Republic of",1,70,"divorced",8,3
364071797,"Iran, Islamic Republic of",0,31,"married",7,7
364071798,"Iran, Islamic Republic of",0,42,"married",5,5
364071799,"Iran, Islamic Republic of",0,56,"married",1,3
364071800,"Iran, Islamic Republic of",0,20,"single",7,7
364071801,"Iran, Islamic Republic of",1,35,"married",2,3
364071803,"Iran, Islamic Republic of",0,53,"married",5,5
364071805,"Iran, Islamic Republic of",1,27,"married",9,6
364071806,"Iran, Islamic Republic of",1,29,"married",8,5
364071807,"Iran, Islamic Republic of",1,34,"divorced",9,6
364071809,"Iran, Islamic Republic of",1,20,"single",8,7
364071810,"Iran, Islamic Republic of",1,41,"married",6,6
364071811,"Iran, Islamic Republic of",1,35,"married",1,5
364071813,"Iran, Islamic Republic of",0,21,"single",10,6
364071814,"Iran, Islamic Republic of",1,39,"married",7,8
364071815,"Iran, Islamic Republic of",1,40,"married",9,9
364071817,"Iran, Islamic Republic of",0,45,"married",10,7
364071818,"Iran, Islamic Republic of",1,37,"married",10,5
364071819,"Iran, Islamic Republic of",0,46,"married",8,6
364071820,"Iran, Islamic Republic of",0,54,"married",5,6
364071822,"Iran, Islamic Republic of",0,18,"single",8,9
364071825,"Iran, Islamic Republic of",1,42,"divorced",10,1
364071827,"Iran, Islamic Republic of",0,43,"married",1,5
364071831,"Iran, Islamic Republic of",1,39,"married",10,10
364071834,"Iran, Islamic Republic of",1,53,"married",8,6
364071835,"Iran, Islamic Republic of",1,30,"married",7,4
364071837,"Iran, Islamic Republic of",0,29,"single",5,6
364071838,"Iran, Islamic Republic of",0,50,"married",8,8
364071839,"Iran, Islamic Republic of",0,18,"single",10,10
364071841,"Iran, Islamic Republic of",1,43,"married",8,7
364071842,"Iran, Islamic Republic of",1,41,"single",5,9
364071843,"Iran, Islamic Republic of",0,19,"single",7,9
364071844,"Iran, Islamic Republic of",1,58,"widowed",10,6
364071845,"Iran, Islamic Republic of",0,58,"single",5,5
364071846,"Iran, Islamic Republic of",0,20,"single",8,6
364071847,"Iran, Islamic Republic of",1,24,"single",10,6
364071848,"Iran, Islamic Republic of",1,42,"married",6,8
364071849,"Iran, Islamic Republic of",0,18,"single",6,6
364071851,"Iran, Islamic Republic of",0,36,"married",7,5
364071853,"Iran, Islamic Republic of",0,35,"separated",8,5
364071854,"Iran, Islamic Republic of",1,22,"single",5,7
364071855,"Iran, Islamic Republic of",1,51,"married",10,5
364071856,"Iran, Islamic Republic of",1,25,"married",9,7
364071857,"Iran, Islamic Republic of",1,19,"single",8,8
364071858,"Iran, Islamic Republic of",1,38,"married",4,4
364071860,"Iran, Islamic Republic of",1,42,"married",8,7
364071861,"Iran, Islamic Republic of",0,56,"married",7,3
364071862,"Iran, Islamic Republic of",0,66,"married",6,7
364071863,"Iran, Islamic Republic of",1,57,"widowed",8,6
364071865,"Iran, Islamic Republic of",1,19,"single",8,6
364071867,"Iran, Islamic Republic of",1,48,"married",6,1
364071868,"Iran, Islamic Republic of",0,47,"married",9,1
364071870,"Iran, Islamic Republic of",0,41,"married",8,9
364071871,"Iran, Islamic Republic of",1,38,"married",1,1
364071872,"Iran, Islamic Republic of",0,26,"separated",5,5
364071874,"Iran, Islamic Republic of",1,36,"married",5,8
364071876,"Iran, Islamic Republic of",1,41,"married",10,3
364071877,"Iran, Islamic Republic of",1,38,"married",1,1
364071878,"Iran, Islamic Republic of",0,36,"married",10,7
364071879,"Iran, Islamic Republic of",0,35,"married",8,5
364071880,"Iran, Islamic Republic of",1,41,"married",8,7
364071881,"Iran, Islamic Republic of",0,28,"single",8,10
364071882,"Iran, Islamic Republic of",1,30,"married",6,5
364071883,"Iran, Islamic Republic of",0,26,"married",8,1
364071886,"Iran, Islamic Republic of",1,26,"single",7,5
364071887,"Iran, Islamic Republic of",0,45,"married",9,5
364071890,"Iran, Islamic Republic of",0,72,NA,5,8
364071891,"Iran, Islamic Republic of",0,32,"single",7,8
364071892,"Iran, Islamic Republic of",1,31,"married",5,10
364071893,"Iran, Islamic Republic of",1,36,"married",8,9
364071894,"Iran, Islamic Republic of",0,27,"single",7,7
364071895,"Iran, Islamic Republic of",0,31,"married",10,10
364071896,"Iran, Islamic Republic of",1,31,"married",10,10
364071897,"Iran, Islamic Republic of",1,39,"married",3,6
364071899,"Iran, Islamic Republic of",1,29,"single",10,1
364071900,"Iran, Islamic Republic of",1,35,"single",8,8
364071901,"Iran, Islamic Republic of",1,40,"married",10,1
364071902,"Iran, Islamic Republic of",0,34,"married",8,10
364071903,"Iran, Islamic Republic of",0,51,"married",5,5
364071904,"Iran, Islamic Republic of",1,38,"single",8,10
364071905,"Iran, Islamic Republic of",1,49,"married",7,9
364071906,"Iran, Islamic Republic of",0,28,"married",8,7
364071908,"Iran, Islamic Republic of",0,48,"married",9,8
364071910,"Iran, Islamic Republic of",0,47,"married",8,10
364071911,"Iran, Islamic Republic of",1,44,"married",10,9
364071912,"Iran, Islamic Republic of",1,42,"married",8,5
364071913,"Iran, Islamic Republic of",0,43,"married",4,3
364071914,"Iran, Islamic Republic of",0,64,"married",7,5
364071915,"Iran, Islamic Republic of",1,25,"single",8,5
364071916,"Iran, Islamic Republic of",1,39,"married",8,9
364071919,"Iran, Islamic Republic of",0,69,"widowed",4,3
364071920,"Iran, Islamic Republic of",1,48,"married",5,1
364071921,"Iran, Islamic Republic of",1,33,"married",8,8
364071923,"Iran, Islamic Republic of",1,20,"single",8,5
364071924,"Iran, Islamic Republic of",0,55,"married",8,8
364071925,"Iran, Islamic Republic of",1,32,"married",2,5
364071926,"Iran, Islamic Republic of",0,41,"married",8,9
364071928,"Iran, Islamic Republic of",1,20,"married",NA,4
364071929,"Iran, Islamic Republic of",0,68,"married",5,1
364071930,"Iran, Islamic Republic of",1,41,"married",10,10
364071931,"Iran, Islamic Republic of",0,53,"married",10,9
364071932,"Iran, Islamic Republic of",1,50,"married",5,5
364071933,"Iran, Islamic Republic of",0,55,"married",7,8
364071935,"Iran, Islamic Republic of",0,39,"married",10,10
364071936,"Iran, Islamic Republic of",1,26,"married",6,6
364071938,"Iran, Islamic Republic of",1,37,"married",7,4
364071939,"Iran, Islamic Republic of",0,67,"married",10,10
364071940,"Iran, Islamic Republic of",0,65,"married",9,10
364071941,"Iran, Islamic Republic of",0,25,"single",10,7
364071942,"Iran, Islamic Republic of",0,71,"married",5,7
364071943,"Iran, Islamic Republic of",1,21,"single",5,7
364071947,"Iran, Islamic Republic of",0,33,"married",10,6
364071948,"Iran, Islamic Republic of",0,25,"single",8,5
364071950,"Iran, Islamic Republic of",1,23,"single",10,8
364071951,"Iran, Islamic Republic of",1,57,"married",10,10
364071952,"Iran, Islamic Republic of",1,52,"married",8,7
364071953,"Iran, Islamic Republic of",0,22,"single",6,1
364071955,"Iran, Islamic Republic of",0,54,"married",10,5
364071956,"Iran, Islamic Republic of",1,24,"single",5,10
364071957,"Iran, Islamic Republic of",0,31,"married",8,6
364071958,"Iran, Islamic Republic of",1,41,"married",8,9
364071959,"Iran, Islamic Republic of",0,33,"single",10,5
364071960,"Iran, Islamic Republic of",1,60,"married",1,1
364071961,"Iran, Islamic Republic of",0,70,"married",6,9
364071962,"Iran, Islamic Republic of",1,60,"married",5,5
364071964,"Iran, Islamic Republic of",0,49,"married",5,6
364071965,"Iran, Islamic Republic of",0,38,"married",5,5
364071966,"Iran, Islamic Republic of",0,48,"married",7,5
364071967,"Iran, Islamic Republic of",1,30,"single",7,5
364071968,"Iran, Islamic Republic of",0,20,"married",3,5
364071969,"Iran, Islamic Republic of",1,34,"married",10,10
364071970,"Iran, Islamic Republic of",0,42,"married",8,9
364071972,"Iran, Islamic Republic of",1,22,"single",5,4
364071973,"Iran, Islamic Republic of",1,59,"widowed",8,5
364071974,"Iran, Islamic Republic of",0,38,"married",6,7
364071975,"Iran, Islamic Republic of",0,37,"married",6,5
364071976,"Iran, Islamic Republic of",1,31,"single",4,8
364071977,"Iran, Islamic Republic of",0,34,"married",4,6
364071978,"Iran, Islamic Republic of",0,72,"married",10,6
364071980,"Iran, Islamic Republic of",0,18,"single",8,10
364071981,"Iran, Islamic Republic of",0,39,"married",10,10
364071983,"Iran, Islamic Republic of",0,55,"married",8,5
364071984,"Iran, Islamic Republic of",0,34,"married",10,10
364071985,"Iran, Islamic Republic of",0,42,"married",8,8
364071987,"Iran, Islamic Republic of",1,30,"married",2,5
364071988,"Iran, Islamic Republic of",0,66,"married",10,10
364071989,"Iran, Islamic Republic of",0,24,"married",5,7
364071990,"Iran, Islamic Republic of",0,38,"married",5,7
364071991,"Iran, Islamic Republic of",1,61,"married",1,6
364071993,"Iran, Islamic Republic of",1,40,"married",6,7
364071994,"Iran, Islamic Republic of",1,57,"married",7,7
364071995,"Iran, Islamic Republic of",0,46,"married",1,5
364071998,"Iran, Islamic Republic of",0,60,"married",10,8
364072000,"Iran, Islamic Republic of",0,45,"married",5,8
364072001,"Iran, Islamic Republic of",0,28,"single",6,3
364072002,"Iran, Islamic Republic of",0,67,"married",5,10
364072003,"Iran, Islamic Republic of",1,65,"married",10,10
364072005,"Iran, Islamic Republic of",0,68,"married",10,6
364072006,"Iran, Islamic Republic of",1,63,"widowed",10,6
364072007,"Iran, Islamic Republic of",0,48,"married",5,6
364072009,"Iran, Islamic Republic of",0,72,"married",10,10
364072010,"Iran, Islamic Republic of",1,45,"married",8,7
364072011,"Iran, Islamic Republic of",0,18,"single",10,5
364072012,"Iran, Islamic Republic of",1,47,"married",10,1
364072013,"Iran, Islamic Republic of",0,19,"single",9,8
364072014,"Iran, Islamic Republic of",1,65,"single",5,1
364072015,"Iran, Islamic Republic of",0,61,"married",5,5
364072016,"Iran, Islamic Republic of",0,72,"married",1,3
364072017,"Iran, Islamic Republic of",0,43,"married",7,8
364072018,"Iran, Islamic Republic of",0,83,"married",6,4
364072019,"Iran, Islamic Republic of",0,68,"married",8,10
364072020,"Iran, Islamic Republic of",0,23,"single",5,2
364072021,"Iran, Islamic Republic of",1,45,"divorced",7,5
364072022,"Iran, Islamic Republic of",0,42,"married",10,2
364072023,"Iran, Islamic Republic of",1,40,"married",1,3
364072026,"Iran, Islamic Republic of",0,19,"single",8,10
364072027,"Iran, Islamic Republic of",1,19,"single",7,8
364072030,"Iran, Islamic Republic of",0,25,"single",6,10
364072031,"Iran, Islamic Republic of",1,67,"married",5,5
364072032,"Iran, Islamic Republic of",0,43,"married",1,8
364072033,"Iran, Islamic Republic of",1,30,"married",6,3
364072034,"Iran, Islamic Republic of",1,33,"married",9,8
364072035,"Iran, Islamic Republic of",1,18,"single",7,10
364072036,"Iran, Islamic Republic of",0,57,"married",7,10
364072037,"Iran, Islamic Republic of",1,61,"married",5,1
364072039,"Iran, Islamic Republic of",1,25,"single",10,5
364072040,"Iran, Islamic Republic of",1,40,"single",5,8
364072041,"Iran, Islamic Republic of",0,24,"married",7,8
364072042,"Iran, Islamic Republic of",0,63,"married",9,10
364072044,"Iran, Islamic Republic of",0,35,"married",8,1
364072045,"Iran, Islamic Republic of",0,47,"married",10,5
364072046,"Iran, Islamic Republic of",1,27,"married",9,6
364072047,"Iran, Islamic Republic of",0,21,"single",6,2
364072048,"Iran, Islamic Republic of",1,42,"married",8,5
364072049,"Iran, Islamic Republic of",0,37,"married",10,5
364072050,"Iran, Islamic Republic of",0,66,"married",8,5
364072051,"Iran, Islamic Republic of",1,20,"single",10,9
364072052,"Iran, Islamic Republic of",0,29,"single",NA,9
364072054,"Iran, Islamic Republic of",0,40,"married",9,5
364072055,"Iran, Islamic Republic of",0,72,"single",10,5
364072056,"Iran, Islamic Republic of",1,41,"married",8,10
364072057,"Iran, Islamic Republic of",1,41,"married",10,2
364072058,"Iran, Islamic Republic of",0,39,"married",5,5
364072059,"Iran, Islamic Republic of",0,28,"single",7,10
364072061,"Iran, Islamic Republic of",0,28,"married",10,10
364072064,"Iran, Islamic Republic of",1,38,"married",5,1
364072066,"Iran, Islamic Republic of",0,42,"married",7,8
364072068,"Iran, Islamic Republic of",0,60,"married",10,6
364072069,"Iran, Islamic Republic of",0,48,"married",5,5
364072070,"Iran, Islamic Republic of",1,35,"single",5,6
364072071,"Iran, Islamic Republic of",1,59,"married",10,10
364072072,"Iran, Islamic Republic of",1,25,"single",8,6
364072073,"Iran, Islamic Republic of",0,99,"single",10,5
364072074,"Iran, Islamic Republic of",1,70,"divorced",10,10
364072075,"Iran, Islamic Republic of",0,33,"single",10,1
364072076,"Iran, Islamic Republic of",0,41,"married",5,4
364072077,"Iran, Islamic Republic of",1,36,"married",2,8
364072078,"Iran, Islamic Republic of",0,40,"married",5,10
364072079,"Iran, Islamic Republic of",1,64,"married",8,8
364072080,"Iran, Islamic Republic of",1,44,"single",6,5
364072081,"Iran, Islamic Republic of",0,37,"married",6,7
364072082,"Iran, Islamic Republic of",1,30,"single",10,7
364072083,"Iran, Islamic Republic of",1,50,"married",4,5
364072084,"Iran, Islamic Republic of",0,36,"married",8,9
364072085,"Iran, Islamic Republic of",1,20,"single",7,2
364072087,"Iran, Islamic Republic of",0,67,"married",8,5
364072088,"Iran, Islamic Republic of",1,32,"married",7,5
364072089,"Iran, Islamic Republic of",0,39,"married",5,8
364072090,"Iran, Islamic Republic of",1,46,"widowed",8,8
364072091,"Iran, Islamic Republic of",0,44,"married",10,8
364072092,"Iran, Islamic Republic of",0,18,"single",6,6
364072093,"Iran, Islamic Republic of",0,61,"married",7,8
364072094,"Iran, Islamic Republic of",1,32,"married",9,8
364072095,"Iran, Islamic Republic of",0,61,"married",10,8
364072096,"Iran, Islamic Republic of",0,21,"single",10,9
364072097,"Iran, Islamic Republic of",0,57,"married",7,6
364072099,"Iran, Islamic Republic of",1,31,"single",10,7
364072100,"Iran, Islamic Republic of",1,48,"married",5,4
364072101,"Iran, Islamic Republic of",1,33,"married",8,9
364072102,"Iran, Islamic Republic of",0,28,"married",1,6
364072103,"Iran, Islamic Republic of",1,20,"single",8,8
364072104,"Iran, Islamic Republic of",0,31,"single",8,9
364072105,"Iran, Islamic Republic of",0,30,"single",10,5
364072106,"Iran, Islamic Republic of",0,19,"single",8,6
364072107,"Iran, Islamic Republic of",0,37,"married",10,4
364072110,"Iran, Islamic Republic of",0,50,"married",5,6
364072112,"Iran, Islamic Republic of",0,59,"married",10,10
364072114,"Iran, Islamic Republic of",0,23,"single",5,10
364072116,"Iran, Islamic Republic of",1,55,"married",7,8
364072117,"Iran, Islamic Republic of",1,19,"single",8,6
364072118,"Iran, Islamic Republic of",0,45,"married",2,2
364072119,"Iran, Islamic Republic of",1,38,"married",5,4
364072120,"Iran, Islamic Republic of",1,52,"married",6,6
364072121,"Iran, Islamic Republic of",0,28,"married",6,8
364072123,"Iran, Islamic Republic of",0,38,"married",8,10
364072124,"Iran, Islamic Republic of",0,41,"married",7,1
364072125,"Iran, Islamic Republic of",1,44,"single",1,1
364072128,"Iran, Islamic Republic of",0,48,"married",6,5
364072129,"Iran, Islamic Republic of",1,33,"married",7,10
364072130,"Iran, Islamic Republic of",0,19,"single",9,10
364072131,"Iran, Islamic Republic of",0,36,"married",6,5
364072132,"Iran, Islamic Republic of",0,42,"married",6,5
364072135,"Iran, Islamic Republic of",1,26,"married",5,5
364072136,"Iran, Islamic Republic of",1,30,"single",8,10
364072137,"Iran, Islamic Republic of",1,33,"married",10,6
364072138,"Iran, Islamic Republic of",0,26,"separated",4,1
364072140,"Iran, Islamic Republic of",1,38,"divorced",7,6
364072141,"Iran, Islamic Republic of",1,31,"married",7,4
364072142,"Iran, Islamic Republic of",1,28,"married",8,7
364072143,"Iran, Islamic Republic of",0,41,"married",7,9
364072144,"Iran, Islamic Republic of",0,19,"single",7,7
364072146,"Iran, Islamic Republic of",0,25,"single",10,4
364072147,"Iran, Islamic Republic of",0,26,"single",3,8
364072148,"Iran, Islamic Republic of",0,43,"married",6,5
364072149,"Iran, Islamic Republic of",0,49,"married",6,9
364072150,"Iran, Islamic Republic of",1,57,"married",5,4
364072151,"Iran, Islamic Republic of",1,25,"married",1,6
364072152,"Iran, Islamic Republic of",1,36,"married",8,8
364072153,"Iran, Islamic Republic of",0,24,"single",5,4
364072154,"Iran, Islamic Republic of",1,40,"married",5,8
364072155,"Iran, Islamic Republic of",0,24,"single",6,4
364072156,"Iran, Islamic Republic of",1,20,"single",8,10
364072157,"Iran, Islamic Republic of",0,68,"married",10,8
364072158,"Iran, Islamic Republic of",1,38,"single",6,6
364072159,"Iran, Islamic Republic of",1,29,"single",7,6
364072160,"Iran, Islamic Republic of",0,57,"married",5,3
364072161,"Iran, Islamic Republic of",1,18,"married",8,8
364072162,"Iran, Islamic Republic of",0,38,"married",5,5
364072163,"Iran, Islamic Republic of",0,53,"married",10,5
364072165,"Iran, Islamic Republic of",0,18,"single",5,3
364072166,"Iran, Islamic Republic of",0,19,"single",7,7
364072169,"Iran, Islamic Republic of",1,43,"married",8,7
364072171,"Iran, Islamic Republic of",0,49,"married",10,6
364072172,"Iran, Islamic Republic of",0,21,"single",9,8
364072173,"Iran, Islamic Republic of",1,41,"married",9,10
364072174,"Iran, Islamic Republic of",0,47,"married",5,4
364072175,"Iran, Islamic Republic of",1,26,"single",5,3
364072176,"Iran, Islamic Republic of",0,25,"single",8,8
364072177,"Iran, Islamic Republic of",1,26,"single",1,1
364072178,"Iran, Islamic Republic of",1,18,"married",3,5
364072179,"Iran, Islamic Republic of",1,45,"married",7,5
364072180,"Iran, Islamic Republic of",1,22,"single",5,5
364072181,"Iran, Islamic Republic of",1,43,"widowed",10,6
364072182,"Iran, Islamic Republic of",1,36,"married",3,5
364072183,"Iran, Islamic Republic of",1,22,"single",8,6
364072184,"Iran, Islamic Republic of",1,37,"single",5,7
